
  0%|          | 0/2000 [00:00<?, ?it/s]
 40%|████      | 809/2000 [06:23<09:14,  2.15it/s, train: 0.0088, test: 0.0107]
 40%|████      | 810/2000 [06:23<09:13,  2.15it/s, train: 0.0079, test: 0.0103]
 41%|████      | 811/2000 [06:24<09:13,  2.15it/s, train: 0.0074, test: 0.0115]
 41%|████      | 812/2000 [06:24<09:12,  2.15it/s, train: 0.0075, test: 0.0109]
 41%|████      | 813/2000 [06:24<09:11,  2.15it/s, train: 0.0071, test: 0.0113]
 41%|████      | 814/2000 [06:25<09:10,  2.15it/s, train: 0.0071, test: 0.0113]
 41%|████      | 815/2000 [06:25<09:10,  2.15it/s, train: 0.0072, test: 0.0113]
 41%|████      | 816/2000 [06:26<09:09,  2.15it/s, train: 0.0067, test: 0.0122]
 41%|████      | 817/2000 [06:26<09:09,  2.15it/s, train: 0.0076, test: 0.0149]
 41%|████      | 818/2000 [06:27<09:09,  2.15it/s, train: 0.0078, test: 0.0109]
 41%|████      | 819/2000 [06:27<09:08,  2.15it/s, train: 0.0086, test: 0.0151]
 41%|████      | 820/2000 [06:28<09:08,  2.15it/s, train: 0.0108, test: 0.0137]
 41%|████      | 821/2000 [06:28<09:07,  2.15it/s, train: 0.0096, test: 0.0153]
 41%|████      | 822/2000 [06:29<09:06,  2.15it/s, train: 0.0079, test: 0.0095]
 41%|████      | 823/2000 [06:29<09:06,  2.15it/s, train: 0.0078, test: 0.0114]
 41%|████      | 824/2000 [06:30<09:05,  2.15it/s, train: 0.0074, test: 0.0121]
 41%|████▏     | 825/2000 [06:30<09:05,  2.15it/s, train: 0.0064, test: 0.0078]
 41%|████▏     | 826/2000 [06:31<09:04,  2.15it/s, train: 0.0078, test: 0.0090]
 41%|████▏     | 827/2000 [06:31<09:04,  2.16it/s, train: 0.0067, test: 0.0112]
 41%|████▏     | 828/2000 [06:31<09:03,  2.16it/s, train: 0.0060, test: 0.0127]
 41%|████▏     | 829/2000 [06:32<09:02,  2.16it/s, train: 0.0085, test: 0.0138]
 42%|████▏     | 830/2000 [06:32<09:02,  2.16it/s, train: 0.0090, test: 0.0153]
 42%|████▏     | 831/2000 [06:33<09:02,  2.16it/s, train: 0.0119, test: 0.0119]
 42%|████▏     | 832/2000 [06:33<09:01,  2.16it/s, train: 0.0108, test: 0.0109]
 42%|████▏     | 833/2000 [06:34<09:01,  2.16it/s, train: 0.0081, test: 0.0098]
 42%|████▏     | 834/2000 [06:34<09:00,  2.16it/s, train: 0.0078, test: 0.0105]
 42%|████▏     | 835/2000 [06:35<09:00,  2.16it/s, train: 0.0119, test: 0.0162]
 42%|████▏     | 836/2000 [06:35<09:00,  2.15it/s, train: 0.0127, test: 0.0137]
 42%|████▏     | 837/2000 [06:36<08:59,  2.16it/s, train: 0.0115, test: 0.0143]
 42%|████▏     | 838/2000 [06:36<08:59,  2.15it/s, train: 0.0091, test: 0.0157]
 42%|████▏     | 839/2000 [06:37<08:58,  2.16it/s, train: 0.0088, test: 0.0130]
 42%|████▏     | 840/2000 [06:37<08:57,  2.16it/s, train: 0.0076, test: 0.0084]
 42%|████▏     | 841/2000 [06:37<08:57,  2.16it/s, train: 0.0070, test: 0.0125]
 42%|████▏     | 842/2000 [06:38<08:57,  2.16it/s, train: 0.0081, test: 0.0102]
 42%|████▏     | 843/2000 [06:38<08:57,  2.15it/s, train: 0.0077, test: 0.0124]
 42%|████▏     | 844/2000 [06:39<08:56,  2.15it/s, train: 0.0083, test: 0.0131]
 42%|████▏     | 845/2000 [06:39<08:56,  2.15it/s, train: 0.0093, test: 0.0116]
 42%|████▏     | 846/2000 [06:40<08:55,  2.16it/s, train: 0.0100, test: 0.0101]
 42%|████▏     | 847/2000 [06:40<08:55,  2.15it/s, train: 0.0076, test: 0.0105]
 42%|████▏     | 848/2000 [06:41<08:54,  2.15it/s, train: 0.0063, test: 0.0105]
 42%|████▏     | 849/2000 [06:41<08:54,  2.16it/s, train: 0.0057, test: 0.0097]
 42%|████▎     | 850/2000 [06:42<08:54,  2.15it/s, train: 0.0052, test: 0.0092]
 43%|████▎     | 851/2000 [06:42<08:52,  2.16it/s, train: 0.0051, test: 0.0091]
 43%|████▎     | 852/2000 [06:43<08:52,  2.15it/s, train: 0.0049, test: 0.0086]
 43%|████▎     | 853/2000 [06:43<08:51,  2.16it/s, train: 0.0047, test: 0.0082]
 43%|████▎     | 854/2000 [06:44<08:51,  2.16it/s, train: 0.0053, test: 0.0093]
 43%|████▎     | 855/2000 [06:44<08:51,  2.16it/s, train: 0.0098, test: 0.0137]
 43%|████▎     | 856/2000 [06:44<08:50,  2.16it/s, train: 0.0094, test: 0.0136]
 43%|████▎     | 857/2000 [06:45<08:49,  2.16it/s, train: 0.0075, test: 0.0105]
 43%|████▎     | 858/2000 [06:45<08:49,  2.16it/s, train: 0.0070, test: 0.0111]
 43%|████▎     | 859/2000 [06:46<08:49,  2.16it/s, train: 0.0065, test: 0.0104]
 43%|████▎     | 860/2000 [06:46<08:49,  2.15it/s, train: 0.0065, test: 0.0111]
 43%|████▎     | 861/2000 [06:47<08:48,  2.16it/s, train: 0.0060, test: 0.0095]
 43%|████▎     | 862/2000 [06:47<08:48,  2.16it/s, train: 0.0054, test: 0.0093]
 43%|████▎     | 863/2000 [06:48<08:47,  2.16it/s, train: 0.0053, test: 0.0091]
 43%|████▎     | 864/2000 [06:48<08:47,  2.16it/s, train: 0.0054, test: 0.0097]
 43%|████▎     | 865/2000 [06:49<08:46,  2.16it/s, train: 0.0054, test: 0.0099]
 43%|████▎     | 866/2000 [06:49<08:46,  2.15it/s, train: 0.0052, test: 0.0096]
 43%|████▎     | 867/2000 [06:50<08:45,  2.15it/s, train: 0.0050, test: 0.0093]
 43%|████▎     | 868/2000 [06:50<08:45,  2.16it/s, train: 0.0046, test: 0.0091]
 43%|████▎     | 869/2000 [06:50<08:45,  2.15it/s, train: 0.0044, test: 0.0091]
 44%|████▎     | 870/2000 [06:51<08:44,  2.15it/s, train: 0.0043, test: 0.0085]
 44%|████▎     | 871/2000 [06:51<08:44,  2.15it/s, train: 0.0041, test: 0.0079]
 44%|████▎     | 872/2000 [06:52<08:43,  2.15it/s, train: 0.0041, test: 0.0077]
 44%|████▎     | 873/2000 [06:52<08:43,  2.15it/s, train: 0.0040, test: 0.0076]
 44%|████▎     | 874/2000 [06:53<08:43,  2.15it/s, train: 0.0038, test: 0.0075]
 44%|████▍     | 875/2000 [06:53<08:42,  2.15it/s, train: 0.0043, test: 0.0117]
 44%|████▍     | 876/2000 [06:54<08:41,  2.15it/s, train: 0.0079, test: 0.0144]
 44%|████▍     | 877/2000 [06:54<08:41,  2.15it/s, train: 0.0084, test: 0.0119]
 44%|████▍     | 878/2000 [06:55<08:40,  2.15it/s, train: 0.0073, test: 0.0134]
 44%|████▍     | 879/2000 [06:55<08:40,  2.15it/s, train: 0.0069, test: 0.0104]
 44%|████▍     | 880/2000 [06:56<08:39,  2.16it/s, train: 0.0057, test: 0.0084]
 44%|████▍     | 881/2000 [06:56<08:39,  2.16it/s, train: 0.0048, test: 0.0080]
 44%|████▍     | 882/2000 [06:57<08:38,  2.15it/s, train: 0.0039, test: 0.0067]
 44%|████▍     | 883/2000 [06:57<08:38,  2.16it/s, train: 0.0039, test: 0.0120]
 44%|████▍     | 884/2000 [06:57<08:37,  2.15it/s, train: 0.0060, test: 0.0143]
 44%|████▍     | 885/2000 [06:58<08:37,  2.16it/s, train: 0.0085, test: 0.0124]
 44%|████▍     | 886/2000 [06:58<08:36,  2.16it/s, train: 0.0093, test: 0.0140]
 44%|████▍     | 887/2000 [06:59<08:36,  2.16it/s, train: 0.0077, test: 0.0094]
 44%|████▍     | 888/2000 [06:59<08:35,  2.16it/s, train: 0.0061, test: 0.0109]
 44%|████▍     | 889/2000 [07:00<08:35,  2.15it/s, train: 0.0063, test: 0.0088]
 44%|████▍     | 890/2000 [07:00<08:35,  2.15it/s, train: 0.0058, test: 0.0089]
 45%|████▍     | 891/2000 [07:01<08:34,  2.15it/s, train: 0.0046, test: 0.0108]
 45%|████▍     | 892/2000 [07:01<08:34,  2.16it/s, train: 0.0058, test: 0.0089]
 45%|████▍     | 893/2000 [07:02<08:33,  2.15it/s, train: 0.0042, test: 0.0088]
 45%|████▍     | 894/2000 [07:02<08:33,  2.15it/s, train: 0.0049, test: 0.0068]
 45%|████▍     | 895/2000 [07:03<08:32,  2.16it/s, train: 0.0051, test: 0.0070]
 45%|████▍     | 896/2000 [07:03<08:32,  2.15it/s, train: 0.0042, test: 0.0078]
 45%|████▍     | 897/2000 [07:03<08:31,  2.16it/s, train: 0.0043, test: 0.0080]
 45%|████▍     | 898/2000 [07:04<08:31,  2.15it/s, train: 0.0063, test: 0.0170]
 45%|████▍     | 899/2000 [07:04<08:30,  2.16it/s, train: 0.0098, test: 0.0114]
 45%|████▌     | 900/2000 [07:05<08:30,  2.15it/s, train: 0.0063, test: 0.0083]
 45%|████▌     | 901/2000 [07:05<08:30,  2.15it/s, train: 0.0070, test: 0.0113]
 45%|████▌     | 902/2000 [07:06<08:29,  2.15it/s, train: 0.0070, test: 0.0122]
 45%|████▌     | 903/2000 [07:06<08:29,  2.15it/s, train: 0.0067, test: 0.0119]
 45%|████▌     | 904/2000 [07:07<08:28,  2.16it/s, train: 0.0097, test: 0.0095]
 45%|████▌     | 905/2000 [07:07<08:28,  2.15it/s, train: 0.0102, test: 0.0145]
 45%|████▌     | 906/2000 [07:08<08:27,  2.15it/s, train: 0.0089, test: 0.0108]
 45%|████▌     | 907/2000 [07:08<08:27,  2.15it/s, train: 0.0071, test: 0.0109]
 45%|████▌     | 908/2000 [07:09<08:27,  2.15it/s, train: 0.0057, test: 0.0081]
 45%|████▌     | 909/2000 [07:09<08:26,  2.15it/s, train: 0.0051, test: 0.0081]
 46%|████▌     | 910/2000 [07:10<08:26,  2.15it/s, train: 0.0044, test: 0.0084]
 46%|████▌     | 911/2000 [07:10<08:25,  2.15it/s, train: 0.0041, test: 0.0062]
 46%|████▌     | 912/2000 [07:10<08:25,  2.15it/s, train: 0.0050, test: 0.0065]
 46%|████▌     | 913/2000 [07:11<08:24,  2.15it/s, train: 0.0041, test: 0.0075]
 46%|████▌     | 914/2000 [07:11<08:24,  2.15it/s, train: 0.0047, test: 0.0096]
 46%|████▌     | 915/2000 [07:12<08:23,  2.16it/s, train: 0.0054, test: 0.0120]
 46%|████▌     | 916/2000 [07:12<08:23,  2.15it/s, train: 0.0086, test: 0.0101]
 46%|████▌     | 917/2000 [07:13<08:22,  2.15it/s, train: 0.0063, test: 0.0069]
 46%|████▌     | 918/2000 [07:13<08:22,  2.15it/s, train: 0.0055, test: 0.0110]
 46%|████▌     | 919/2000 [07:14<08:21,  2.15it/s, train: 0.0057, test: 0.0074]
 46%|████▌     | 920/2000 [07:14<08:21,  2.15it/s, train: 0.0054, test: 0.0107]
 46%|████▌     | 921/2000 [07:15<08:21,  2.15it/s, train: 0.0057, test: 0.0087]
 46%|████▌     | 922/2000 [07:15<08:20,  2.15it/s, train: 0.0052, test: 0.0092]
 46%|████▌     | 923/2000 [07:16<08:20,  2.15it/s, train: 0.0062, test: 0.0127]
 46%|████▌     | 924/2000 [07:16<08:20,  2.15it/s, train: 0.0065, test: 0.0072]
 46%|████▋     | 925/2000 [07:16<08:19,  2.15it/s, train: 0.0050, test: 0.0092]
 46%|████▋     | 926/2000 [07:17<08:18,  2.15it/s, train: 0.0046, test: 0.0097]
 46%|████▋     | 927/2000 [07:17<08:18,  2.15it/s, train: 0.0042, test: 0.0063]
 46%|████▋     | 928/2000 [07:18<08:17,  2.15it/s, train: 0.0036, test: 0.0072]
 46%|████▋     | 929/2000 [07:18<08:17,  2.15it/s, train: 0.0033, test: 0.0072]
 46%|████▋     | 930/2000 [07:19<08:17,  2.15it/s, train: 0.0031, test: 0.0070]
 47%|████▋     | 931/2000 [07:19<08:16,  2.15it/s, train: 0.0033, test: 0.0093]
 47%|████▋     | 932/2000 [07:20<08:16,  2.15it/s, train: 0.0046, test: 0.0076]
 47%|████▋     | 933/2000 [07:20<08:16,  2.15it/s, train: 0.0063, test: 0.0088]
 47%|████▋     | 934/2000 [07:21<08:15,  2.15it/s, train: 0.0060, test: 0.0078]
 47%|████▋     | 935/2000 [07:21<08:14,  2.15it/s, train: 0.0066, test: 0.0085]
 47%|████▋     | 936/2000 [07:22<08:14,  2.15it/s, train: 0.0051, test: 0.0077]
 47%|████▋     | 937/2000 [07:22<08:13,  2.15it/s, train: 0.0046, test: 0.0086]
 47%|████▋     | 938/2000 [07:23<08:13,  2.15it/s, train: 0.0041, test: 0.0070]
 47%|████▋     | 939/2000 [07:23<08:12,  2.15it/s, train: 0.0038, test: 0.0081]
 47%|████▋     | 940/2000 [07:23<08:12,  2.15it/s, train: 0.0038, test: 0.0069]
 47%|████▋     | 941/2000 [07:24<08:11,  2.15it/s, train: 0.0039, test: 0.0064]
 47%|████▋     | 942/2000 [07:24<08:11,  2.15it/s, train: 0.0043, test: 0.0076]
 47%|████▋     | 943/2000 [07:25<08:10,  2.15it/s, train: 0.0038, test: 0.0069]
 47%|████▋     | 944/2000 [07:25<08:10,  2.15it/s, train: 0.0046, test: 0.0090]
 47%|████▋     | 945/2000 [07:26<08:09,  2.15it/s, train: 0.0056, test: 0.0071]
 47%|████▋     | 946/2000 [07:26<08:09,  2.15it/s, train: 0.0044, test: 0.0075]
 47%|████▋     | 947/2000 [07:27<08:08,  2.15it/s, train: 0.0047, test: 0.0074]
 47%|████▋     | 948/2000 [07:27<08:08,  2.16it/s, train: 0.0050, test: 0.0092]
 47%|████▋     | 949/2000 [07:28<08:07,  2.16it/s, train: 0.0068, test: 0.0094]
 48%|████▊     | 950/2000 [07:28<08:07,  2.15it/s, train: 0.0082, test: 0.0156]
 48%|████▊     | 951/2000 [07:29<08:06,  2.15it/s, train: 0.0097, test: 0.0129]
 48%|████▊     | 952/2000 [07:29<08:06,  2.15it/s, train: 0.0130, test: 0.0110]
 48%|████▊     | 953/2000 [07:29<08:05,  2.15it/s, train: 0.0095, test: 0.0107]
 48%|████▊     | 954/2000 [07:30<08:05,  2.15it/s, train: 0.0086, test: 0.0141]
 48%|████▊     | 955/2000 [07:30<08:04,  2.16it/s, train: 0.0086, test: 0.0088]
 48%|████▊     | 956/2000 [07:31<08:04,  2.16it/s, train: 0.0059, test: 0.0093]
 48%|████▊     | 957/2000 [07:31<08:03,  2.16it/s, train: 0.0045, test: 0.0090]
 48%|████▊     | 958/2000 [07:32<08:03,  2.16it/s, train: 0.0039, test: 0.0074]
 48%|████▊     | 959/2000 [07:32<08:02,  2.16it/s, train: 0.0035, test: 0.0065]
 48%|████▊     | 960/2000 [07:33<08:02,  2.16it/s, train: 0.0032, test: 0.0059]
 48%|████▊     | 961/2000 [07:33<08:02,  2.16it/s, train: 0.0033, test: 0.0061]
 48%|████▊     | 962/2000 [07:34<08:01,  2.16it/s, train: 0.0042, test: 0.0087]
 48%|████▊     | 963/2000 [07:34<08:01,  2.15it/s, train: 0.0049, test: 0.0084]
 48%|████▊     | 964/2000 [07:35<08:00,  2.16it/s, train: 0.0052, test: 0.0081]
 48%|████▊     | 965/2000 [07:35<08:00,  2.15it/s, train: 0.0045, test: 0.0078]
 48%|████▊     | 966/2000 [07:36<08:00,  2.15it/s, train: 0.0048, test: 0.0071]
 48%|████▊     | 967/2000 [07:36<07:59,  2.15it/s, train: 0.0051, test: 0.0092]
 48%|████▊     | 968/2000 [07:36<07:59,  2.15it/s, train: 0.0057, test: 0.0083]
 48%|████▊     | 969/2000 [07:37<07:58,  2.15it/s, train: 0.0053, test: 0.0086]
 48%|████▊     | 970/2000 [07:37<07:58,  2.15it/s, train: 0.0046, test: 0.0091]
 49%|████▊     | 971/2000 [07:38<07:57,  2.15it/s, train: 0.0056, test: 0.0084]
 49%|████▊     | 972/2000 [07:38<07:56,  2.16it/s, train: 0.0056, test: 0.0075]
 49%|████▊     | 973/2000 [07:39<07:56,  2.15it/s, train: 0.0049, test: 0.0083]
 49%|████▊     | 974/2000 [07:39<07:56,  2.15it/s, train: 0.0045, test: 0.0072]
 49%|████▉     | 975/2000 [07:40<07:56,  2.15it/s, train: 0.0047, test: 0.0087]
 49%|████▉     | 976/2000 [07:40<07:55,  2.15it/s, train: 0.0043, test: 0.0062]
 49%|████▉     | 977/2000 [07:41<07:55,  2.15it/s, train: 0.0034, test: 0.0069]
 49%|████▉     | 978/2000 [07:41<07:55,  2.15it/s, train: 0.0032, test: 0.0063]
 49%|████▉     | 979/2000 [07:42<07:54,  2.15it/s, train: 0.0028, test: 0.0068]
 49%|████▉     | 980/2000 [07:42<07:54,  2.15it/s, train: 0.0028, test: 0.0059]
 49%|████▉     | 981/2000 [07:42<07:54,  2.15it/s, train: 0.0025, test: 0.0059]
 49%|████▉     | 982/2000 [07:43<07:53,  2.15it/s, train: 0.0025, test: 0.0058]
 49%|████▉     | 983/2000 [07:43<07:52,  2.15it/s, train: 0.0025, test: 0.0061]
 49%|████▉     | 984/2000 [07:44<07:52,  2.15it/s, train: 0.0027, test: 0.0060]
 49%|████▉     | 985/2000 [07:44<07:51,  2.15it/s, train: 0.0028, test: 0.0063]
 49%|████▉     | 986/2000 [07:45<07:50,  2.15it/s, train: 0.0034, test: 0.0105]
 49%|████▉     | 987/2000 [07:45<07:50,  2.15it/s, train: 0.0046, test: 0.0076]
 49%|████▉     | 988/2000 [07:46<07:50,  2.15it/s, train: 0.0042, test: 0.0075]
 49%|████▉     | 989/2000 [07:46<07:49,  2.15it/s, train: 0.0040, test: 0.0069]
 50%|████▉     | 990/2000 [07:47<07:49,  2.15it/s, train: 0.0035, test: 0.0065]
 50%|████▉     | 991/2000 [07:47<07:48,  2.15it/s, train: 0.0033, test: 0.0068]
 50%|████▉     | 992/2000 [07:48<07:48,  2.15it/s, train: 0.0032, test: 0.0063]
 50%|████▉     | 993/2000 [07:48<07:47,  2.15it/s, train: 0.0030, test: 0.0058]
 50%|████▉     | 994/2000 [07:49<07:47,  2.15it/s, train: 0.0028, test: 0.0061]
 50%|████▉     | 995/2000 [07:49<07:46,  2.15it/s, train: 0.0028, test: 0.0071]
 50%|████▉     | 996/2000 [07:49<07:46,  2.15it/s, train: 0.0033, test: 0.0068]
 50%|████▉     | 997/2000 [07:50<07:45,  2.15it/s, train: 0.0032, test: 0.0077]
 50%|████▉     | 998/2000 [07:50<07:45,  2.15it/s, train: 0.0040, test: 0.0073]
 50%|████▉     | 999/2000 [07:51<07:45,  2.15it/s, train: 0.0044, test: 0.0083]
 50%|█████     | 1000/2000 [07:51<07:44,  2.15it/s, train: 0.0041, test: 0.0061]
 50%|█████     | 1001/2000 [07:52<07:43,  2.15it/s, train: 0.0034, test: 0.0070]
 50%|█████     | 1002/2000 [07:52<07:43,  2.15it/s, train: 0.0031, test: 0.0058]
 50%|█████     | 1003/2000 [07:53<07:43,  2.15it/s, train: 0.0035, test: 0.0106]
 50%|█████     | 1004/2000 [07:53<07:43,  2.15it/s, train: 0.0055, test: 0.0151]
 50%|█████     | 1005/2000 [07:54<07:42,  2.15it/s, train: 0.0062, test: 0.0079]
 50%|█████     | 1006/2000 [07:54<07:42,  2.15it/s, train: 0.0066, test: 0.0068]
 50%|█████     | 1007/2000 [07:55<07:42,  2.15it/s, train: 0.0046, test: 0.0067]
 50%|█████     | 1008/2000 [07:55<07:40,  2.15it/s, train: 0.0047, test: 0.0061]
 50%|█████     | 1009/2000 [07:55<07:40,  2.15it/s, train: 0.0047, test: 0.0075]
 50%|█████     | 1010/2000 [07:56<07:39,  2.15it/s, train: 0.0034, test: 0.0062]
 51%|█████     | 1011/2000 [07:56<07:39,  2.15it/s, train: 0.0038, test: 0.0087]
 51%|█████     | 1012/2000 [07:57<07:38,  2.15it/s, train: 0.0043, test: 0.0095]
 51%|█████     | 1013/2000 [07:57<07:38,  2.15it/s, train: 0.0038, test: 0.0068]
 51%|█████     | 1014/2000 [07:58<07:37,  2.16it/s, train: 0.0034, test: 0.0078]
 51%|█████     | 1015/2000 [07:58<07:36,  2.16it/s, train: 0.0037, test: 0.0063]
 51%|█████     | 1016/2000 [07:59<07:36,  2.15it/s, train: 0.0040, test: 0.0061]
 51%|█████     | 1017/2000 [07:59<07:36,  2.15it/s, train: 0.0042, test: 0.0089]
 51%|█████     | 1018/2000 [08:00<07:36,  2.15it/s, train: 0.0056, test: 0.0103]
 51%|█████     | 1019/2000 [08:00<07:35,  2.15it/s, train: 0.0057, test: 0.0124]
 51%|█████     | 1020/2000 [08:01<07:35,  2.15it/s, train: 0.0061, test: 0.0073]
 51%|█████     | 1021/2000 [08:01<07:34,  2.15it/s, train: 0.0043, test: 0.0073]
 51%|█████     | 1022/2000 [08:02<07:34,  2.15it/s, train: 0.0044, test: 0.0070]
 51%|█████     | 1023/2000 [08:02<07:33,  2.15it/s, train: 0.0040, test: 0.0089]
 51%|█████     | 1024/2000 [08:02<07:33,  2.15it/s, train: 0.0061, test: 0.0082]
 51%|█████▏    | 1025/2000 [08:03<07:32,  2.15it/s, train: 0.0057, test: 0.0123]
 51%|█████▏    | 1026/2000 [08:03<07:32,  2.15it/s, train: 0.0068, test: 0.0093]
 51%|█████▏    | 1027/2000 [08:04<07:31,  2.15it/s, train: 0.0048, test: 0.0075]
 51%|█████▏    | 1028/2000 [08:04<07:31,  2.15it/s, train: 0.0037, test: 0.0069]
 51%|█████▏    | 1029/2000 [08:05<07:30,  2.15it/s, train: 0.0037, test: 0.0059]
 52%|█████▏    | 1030/2000 [08:05<07:30,  2.15it/s, train: 0.0045, test: 0.0073]
 52%|█████▏    | 1031/2000 [08:06<07:30,  2.15it/s, train: 0.0038, test: 0.0076]
 52%|█████▏    | 1032/2000 [08:06<07:29,  2.16it/s, train: 0.0037, test: 0.0064]
 52%|█████▏    | 1033/2000 [08:07<07:28,  2.15it/s, train: 0.0031, test: 0.0058]
 52%|█████▏    | 1034/2000 [08:07<07:28,  2.16it/s, train: 0.0028, test: 0.0058]
 52%|█████▏    | 1035/2000 [08:08<07:27,  2.16it/s, train: 0.0029, test: 0.0060]
 52%|█████▏    | 1036/2000 [08:08<07:27,  2.16it/s, train: 0.0039, test: 0.0062]
 52%|█████▏    | 1037/2000 [08:08<07:26,  2.16it/s, train: 0.0032, test: 0.0061]
 52%|█████▏    | 1038/2000 [08:09<07:26,  2.16it/s, train: 0.0031, test: 0.0060]
 52%|█████▏    | 1039/2000 [08:09<07:26,  2.15it/s, train: 0.0034, test: 0.0073]
 52%|█████▏    | 1040/2000 [08:10<07:25,  2.16it/s, train: 0.0037, test: 0.0057]
 52%|█████▏    | 1041/2000 [08:10<07:25,  2.15it/s, train: 0.0033, test: 0.0072]
 52%|█████▏    | 1042/2000 [08:11<07:24,  2.15it/s, train: 0.0033, test: 0.0068]
 52%|█████▏    | 1043/2000 [08:11<07:24,  2.15it/s, train: 0.0037, test: 0.0062]
 52%|█████▏    | 1044/2000 [08:12<07:23,  2.15it/s, train: 0.0038, test: 0.0074]
 52%|█████▏    | 1045/2000 [08:12<07:23,  2.16it/s, train: 0.0039, test: 0.0085]
 52%|█████▏    | 1046/2000 [08:13<07:22,  2.15it/s, train: 0.0048, test: 0.0083]
 52%|█████▏    | 1047/2000 [08:13<07:22,  2.15it/s, train: 0.0051, test: 0.0070]
 52%|█████▏    | 1048/2000 [08:14<07:22,  2.15it/s, train: 0.0038, test: 0.0061]
 52%|█████▏    | 1049/2000 [08:14<07:21,  2.15it/s, train: 0.0035, test: 0.0125]
 52%|█████▎    | 1050/2000 [08:15<07:21,  2.15it/s, train: 0.0066, test: 0.0102]
 53%|█████▎    | 1051/2000 [08:15<07:20,  2.15it/s, train: 0.0053, test: 0.0088]
 53%|█████▎    | 1052/2000 [08:15<07:20,  2.15it/s, train: 0.0048, test: 0.0066]
 53%|█████▎    | 1053/2000 [08:16<07:19,  2.15it/s, train: 0.0040, test: 0.0062]
 53%|█████▎    | 1054/2000 [08:16<07:19,  2.15it/s, train: 0.0043, test: 0.0065]
 53%|█████▎    | 1055/2000 [08:17<07:18,  2.15it/s, train: 0.0043, test: 0.0083]
 53%|█████▎    | 1056/2000 [08:17<07:18,  2.15it/s, train: 0.0042, test: 0.0073]
 53%|█████▎    | 1057/2000 [08:18<07:17,  2.15it/s, train: 0.0048, test: 0.0094]
 53%|█████▎    | 1058/2000 [08:18<07:17,  2.15it/s, train: 0.0055, test: 0.0087]
 53%|█████▎    | 1059/2000 [08:19<07:16,  2.15it/s, train: 0.0067, test: 0.0167]
 53%|█████▎    | 1060/2000 [08:19<07:16,  2.15it/s, train: 0.0060, test: 0.0076]
 53%|█████▎    | 1061/2000 [08:20<07:16,  2.15it/s, train: 0.0048, test: 0.0066]
 53%|█████▎    | 1062/2000 [08:20<07:15,  2.15it/s, train: 0.0033, test: 0.0071]
 53%|█████▎    | 1063/2000 [08:21<07:15,  2.15it/s, train: 0.0029, test: 0.0066]
 53%|█████▎    | 1064/2000 [08:21<07:15,  2.15it/s, train: 0.0030, test: 0.0060]
 53%|█████▎    | 1065/2000 [08:21<07:15,  2.15it/s, train: 0.0029, test: 0.0056]
 53%|█████▎    | 1066/2000 [08:22<07:14,  2.15it/s, train: 0.0032, test: 0.0056]
 53%|█████▎    | 1067/2000 [08:22<07:14,  2.15it/s, train: 0.0038, test: 0.0059]
 53%|█████▎    | 1068/2000 [08:23<07:13,  2.15it/s, train: 0.0036, test: 0.0087]
 53%|█████▎    | 1069/2000 [08:23<07:13,  2.15it/s, train: 0.0039, test: 0.0079]
 54%|█████▎    | 1070/2000 [08:24<07:12,  2.15it/s, train: 0.0039, test: 0.0068]
 54%|█████▎    | 1071/2000 [08:24<07:12,  2.15it/s, train: 0.0031, test: 0.0064]
 54%|█████▎    | 1072/2000 [08:25<07:11,  2.15it/s, train: 0.0029, test: 0.0066]
 54%|█████▎    | 1073/2000 [08:25<07:10,  2.15it/s, train: 0.0028, test: 0.0077]
 54%|█████▎    | 1074/2000 [08:26<07:10,  2.15it/s, train: 0.0031, test: 0.0055]
 54%|█████▍    | 1075/2000 [08:26<07:09,  2.15it/s, train: 0.0028, test: 0.0058]
 54%|█████▍    | 1076/2000 [08:27<07:09,  2.15it/s, train: 0.0026, test: 0.0054]
 54%|█████▍    | 1077/2000 [08:27<07:08,  2.15it/s, train: 0.0024, test: 0.0057]
 54%|█████▍    | 1078/2000 [08:28<07:08,  2.15it/s, train: 0.0026, test: 0.0053]
 54%|█████▍    | 1079/2000 [08:28<07:07,  2.15it/s, train: 0.0022, test: 0.0052]
 54%|█████▍    | 1080/2000 [08:28<07:07,  2.15it/s, train: 0.0021, test: 0.0050]
 54%|█████▍    | 1081/2000 [08:29<07:06,  2.15it/s, train: 0.0025, test: 0.0063]
 54%|█████▍    | 1082/2000 [08:29<07:06,  2.15it/s, train: 0.0037, test: 0.0127]
 54%|█████▍    | 1083/2000 [08:30<07:05,  2.15it/s, train: 103.2407, test: 164.9288]
 54%|█████▍    | 1084/2000 [08:30<07:05,  2.15it/s, train: 70.8485, test: 36.3446]  
 54%|█████▍    | 1085/2000 [08:31<07:04,  2.15it/s, train: 16.8524, test: 9.2233] 
 54%|█████▍    | 1086/2000 [08:31<07:04,  2.16it/s, train: 6.7105, test: 3.1555] 
 54%|█████▍    | 1087/2000 [08:32<07:03,  2.16it/s, train: 2.7874, test: 1.3094]
 54%|█████▍    | 1088/2000 [08:32<07:03,  2.16it/s, train: 2.3592, test: 1.2384]
 54%|█████▍    | 1089/2000 [08:33<07:02,  2.16it/s, train: 1.7455, test: 1.2814]
 55%|█████▍    | 1090/2000 [08:33<07:01,  2.16it/s, train: 1.4289, test: 1.7697]
 55%|█████▍    | 1091/2000 [08:34<07:01,  2.16it/s, train: 1.3616, test: 1.2876]
