  0%|          | 0/1000 [00:00<?, ?it/s]E0208 10:54:02.497574 1439549 buffer_comparator.cc:157] Difference at 16: -1.34922, expected 3.85087
E0208 10:54:04.274648 1439549 buffer_comparator.cc:157] Difference at 4100: 0.0570531, expected 2.96279
E0208 10:54:04.274652 1439549 buffer_comparator.cc:157] Difference at 4101: 0.116204, expected 2.81106
E0208 10:54:04.274657 1439549 buffer_comparator.cc:157] Difference at 4102: 0.0892245, expected 2.99832
E0208 10:54:04.274662 1439549 buffer_comparator.cc:157] Difference at 4103: 0.0547483, expected 3.20099
E0208 10:54:04.274667 1439549 buffer_comparator.cc:157] Difference at 4104: 0.110551, expected 2.98838
E0208 10:54:04.274671 1439549 buffer_comparator.cc:157] Difference at 4105: 0.101085, expected 3.1617
2025-02-08 10:54:04.275738: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1180] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0208 10:54:04.401233 1439549 buffer_comparator.cc:157] Difference at 4128: 0.0683192, expected 3.1467
E0208 10:54:04.401315 1439549 buffer_comparator.cc:157] Difference at 4129: 0.0421721, expected 2.96875
E0208 10:54:04.401321 1439549 buffer_comparator.cc:157] Difference at 4130: 0.07024, expected 3.0923
E0208 10:54:04.401326 1439549 buffer_comparator.cc:157] Difference at 4131: 0.0528736, expected 3.06281
E0208 10:54:04.401331 1439549 buffer_comparator.cc:157] Difference at 4132: 0.0494778, expected 3.21257
E0208 10:54:04.401336 1439549 buffer_comparator.cc:157] Difference at 4133: 0.0272262, expected 3.37862
E0208 10:54:04.401340 1439549 buffer_comparator.cc:157] Difference at 4134: 0.0497664, expected 3.30181
E0208 10:54:04.401345 1439549 buffer_comparator.cc:157] Difference at 4135: 0.0121672, expected 2.66785
E0208 10:54:04.401349 1439549 buffer_comparator.cc:157] Difference at 4136: 0.0644209, expected 3.21803
E0208 10:54:04.401354 1439549 buffer_comparator.cc:157] Difference at 4137: 0.0310319, expected 3.40539
2025-02-08 10:54:04.402520: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1180] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0208 10:54:04.555916 1439549 buffer_comparator.cc:157] Difference at 16: 0.608759, expected 133.414
E0208 10:54:04.555999 1439549 buffer_comparator.cc:157] Difference at 17: 0.598641, expected 122.514
E0208 10:54:04.556005 1439549 buffer_comparator.cc:157] Difference at 18: 0.253749, expected 131.307
E0208 10:54:04.556010 1439549 buffer_comparator.cc:157] Difference at 19: 0.0343957, expected 127.371
E0208 10:54:04.556015 1439549 buffer_comparator.cc:157] Difference at 20: 0.132615, expected 134.056
E0208 10:54:04.556019 1439549 buffer_comparator.cc:157] Difference at 21: 0.336928, expected 124.405
E0208 10:54:04.556024 1439549 buffer_comparator.cc:157] Difference at 22: 0.545005, expected 133.15
E0208 10:54:04.556029 1439549 buffer_comparator.cc:157] Difference at 23: 0.248224, expected 128.77
E0208 10:54:04.556033 1439549 buffer_comparator.cc:157] Difference at 24: 0.827804, expected 134.426
E0208 10:54:04.556038 1439549 buffer_comparator.cc:157] Difference at 25: 0.911495, expected 129.478
2025-02-08 10:54:04.557073: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1180] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0208 10:54:04.696783 1439549 buffer_comparator.cc:157] Difference at 16: 0.608759, expected 133.414
E0208 10:54:04.696863 1439549 buffer_comparator.cc:157] Difference at 17: 0.598641, expected 122.514
E0208 10:54:04.696868 1439549 buffer_comparator.cc:157] Difference at 18: 0.253749, expected 131.307
E0208 10:54:04.696873 1439549 buffer_comparator.cc:157] Difference at 19: 0.0343957, expected 127.371
E0208 10:54:04.696879 1439549 buffer_comparator.cc:157] Difference at 20: 0.132615, expected 134.056
E0208 10:54:04.696884 1439549 buffer_comparator.cc:157] Difference at 21: 0.336928, expected 124.405
E0208 10:54:04.696888 1439549 buffer_comparator.cc:157] Difference at 22: 0.545005, expected 133.15
E0208 10:54:04.696893 1439549 buffer_comparator.cc:157] Difference at 23: 0.248224, expected 128.77
E0208 10:54:04.696898 1439549 buffer_comparator.cc:157] Difference at 24: 0.827804, expected 134.426
E0208 10:54:04.696902 1439549 buffer_comparator.cc:157] Difference at 25: 0.911495, expected 129.478
2025-02-08 10:54:04.698073: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1180] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0208 10:54:04.837810 1439549 buffer_comparator.cc:157] Difference at 16: 0.608759, expected 133.414
E0208 10:54:04.837893 1439549 buffer_comparator.cc:157] Difference at 17: 0.598641, expected 122.514
E0208 10:54:04.837898 1439549 buffer_comparator.cc:157] Difference at 18: 0.253749, expected 131.307
E0208 10:54:04.837903 1439549 buffer_comparator.cc:157] Difference at 19: 0.0343957, expected 127.371
E0208 10:54:04.837908 1439549 buffer_comparator.cc:157] Difference at 20: 0.132615, expected 134.056
E0208 10:54:04.837913 1439549 buffer_comparator.cc:157] Difference at 21: 0.336928, expected 124.405
E0208 10:54:04.837918 1439549 buffer_comparator.cc:157] Difference at 22: 0.545005, expected 133.15
E0208 10:54:04.837923 1439549 buffer_comparator.cc:157] Difference at 23: 0.248224, expected 128.77
E0208 10:54:04.837928 1439549 buffer_comparator.cc:157] Difference at 24: 0.827804, expected 134.426
E0208 10:54:04.837932 1439549 buffer_comparator.cc:157] Difference at 25: 0.911495, expected 129.478
2025-02-08 10:54:04.839143: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1180] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0208 10:54:04.971993 1439549 buffer_comparator.cc:157] Difference at 64: 0.67227, expected 137.741
E0208 10:54:04.972082 1439549 buffer_comparator.cc:157] Difference at 65: 0.642315, expected 130.59
E0208 10:54:04.972088 1439549 buffer_comparator.cc:157] Difference at 66: 0.838256, expected 129.991
E0208 10:54:04.972093 1439549 buffer_comparator.cc:157] Difference at 67: 0.80899, expected 133.334
E0208 10:54:04.972098 1439549 buffer_comparator.cc:157] Difference at 68: 0.198222, expected 131.226
E0208 10:54:04.972103 1439549 buffer_comparator.cc:157] Difference at 69: 0.241084, expected 129.29
E0208 10:54:04.972108 1439549 buffer_comparator.cc:157] Difference at 70: 0.193434, expected 132.554
E0208 10:54:04.972112 1439549 buffer_comparator.cc:157] Difference at 71: 0.52303, expected 133.847
E0208 10:54:04.972117 1439549 buffer_comparator.cc:157] Difference at 72: 0.744868, expected 135.104
E0208 10:54:04.972122 1439549 buffer_comparator.cc:157] Difference at 73: 0.399075, expected 127.02
2025-02-08 10:54:04.973216: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1180] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0208 10:54:05.104227 1439549 buffer_comparator.cc:157] Difference at 64: 0.67227, expected 137.741
E0208 10:54:05.104304 1439549 buffer_comparator.cc:157] Difference at 65: 0.642315, expected 130.59
E0208 10:54:05.104309 1439549 buffer_comparator.cc:157] Difference at 66: 0.838256, expected 129.991
E0208 10:54:05.104314 1439549 buffer_comparator.cc:157] Difference at 67: 0.80899, expected 133.334
E0208 10:54:05.104319 1439549 buffer_comparator.cc:157] Difference at 68: 0.198222, expected 131.226
E0208 10:54:05.104324 1439549 buffer_comparator.cc:157] Difference at 69: 0.241084, expected 129.29
E0208 10:54:05.104329 1439549 buffer_comparator.cc:157] Difference at 70: 0.193434, expected 132.554
E0208 10:54:05.104333 1439549 buffer_comparator.cc:157] Difference at 71: 0.52303, expected 133.847
