"Model_ID" "Z" "X" "M" "L" "Teff" "Period" "logP" "V_Skewness" "V_acuteness" "V_M0" "V_err_M0" "V_A1" "V_A1_err" "V_phi1" "V_phi1_err" "V_R21" "V_R21_err" "V_R31" "V_R31_err" "V_P21" "V_P21_err" "V_P31" "V_P31_err" "I_Skewness" "I_acuteness" "I_M0" "I_err_M0" "I_A1" "I_A1_err" "I_phi1" "I_phi1_err" "I_R21" "I_R21_err" "I_R31" "I_R31_err" "I_P21" "I_P21_err" "I_P31" "I_P31_err" "FU_Lin_Period" "FU_Growth_rate" "FO_Lin_Period" "FO_Growth_rate"
582 0.00038 0.75053 0.63 95 6650 0.97358 -0.012 -0.224 Inf -0.094 0 0.466 0 6.12 0 0.405 0 0.145 0 2.782 0.001 6.108 0.003 -0.202 1.07 -0.539 0 0.289 0 5.913 0 0.366 0 0.133 0 3.099 0.001 0.534 0.003 0.97127 0.023371 0.71116 0.030535
586 0.00038 0.75053 0.65 35 6100 0.58438 -0.233 -0.354 Inf 1.031 0 0.003 0 0.796 0 0.008 0 0.008 0 5.864 0.002 4.846 0.002 -0.362 Inf 0.425 0 0.002 0 0.482 0 0.034 0 0.012 0 3.247 0 2.501 0.001 0.58436 0.00066163 NA NA
587 0.00038 0.75053 0.65 35 6150 0.56166 -0.251 -0.204 Inf 1.023 0 0.104 0 0.655 0 0.423 0 0.222 0 2.652 0 5.255 0 -0.18 Inf 0.432 0 0.057 0 0.273 0 0.481 0 0.262 0 3.364 0 0.102 0 0.56177 0.0038451 NA NA
588 0.00038 0.75053 0.65 35 6200 0.54158 -0.266 -0.152 Inf 1.017 0 0.132 0 0.503 0 0.433 0 0.322 0 2.781 0 5.442 0 -0.143 0.873 0.441 0 0.077 0 0.117 0 0.455 0 0.356 0 3.497 0 0.298 0 0.54164 0.0061381 NA NA
589 0.00038 0.75053 0.65 35 6250 0.52351 -0.281 -0.134 Inf 1.011 0 0.158 0 0.396 0 0.38 0 0.348 0 2.854 0 5.566 0 -0.133 0.866 0.449 0 0.096 0 0.035 0 0.374 0 0.371 0 3.505 0 0.344 0 0.52347 0.0078936 NA NA
590 0.00038 0.75053 0.65 35 6300 0.50696 -0.295 -0.12 Inf 1.006 0 0.186 0 0.296 0 0.304 0 0.331 0 2.816 0.001 5.613 0.001 -0.117 0.835 0.458 0 0.117 0 6.253 0 0.287 0 0.343 0 3.364 0.001 0.283 0.001 0.50684 0.0090127 NA NA
591 0.00038 0.75053 0.65 35 6350 0.49161 -0.308 -0.11 Inf 1.002 0 0.217 0 0.206 0 0.245 0 0.293 0 2.662 0.001 5.548 0.001 -0.113 0.808 0.467 0 0.139 0 6.193 0 0.229 0 0.295 0 3.082 0.001 0.106 0.001 0.4914 0.0095037 0.36548 0.0048846
592 0.00038 0.75053 0.65 35 6400 0.47724 -0.321 -0.107 Inf 0.998 0 0.249 0 0.172 0 0.221 0 0.249 0 2.443 0.002 5.349 0.002 -0.218 0.799 0.476 0 0.161 0 6.183 0 0.215 0 0.246 0 2.765 0.002 6.087 0.002 0.47695 0.0099155 0.35508 0.010549
593 0.00038 0.75053 0.65 35 6450 0.4637 -0.334 -0.102 Inf 0.997 0 0.281 0 0.16 0 0.224 0 0.218 0 2.247 0.002 5.063 0.002 -0.216 0.89 0.487 0 0.182 0 6.187 0.001 0.222 0.001 0.212 0.001 2.52 0.003 5.737 0.003 0.46334 0.0099362 0.34523 0.014425
594 0.00038 0.75053 0.65 35 6500 0.45085 -0.346 -0.176 Inf 0.996 0 0.315 0 0.151 0 0.24 0 0.21 0 2.133 0.002 4.748 0.003 -0.207 0.957 0.5 0 0.202 0 6.191 0.001 0.236 0.001 0.202 0.001 2.384 0.003 5.384 0.003 0.45043 0.0098623 0.33585 0.017958
595 0.00038 0.75053 0.65 35 6550 0.43861 -0.358 -0.155 Inf 0.996 0 0.348 0 0.149 0 0.264 0.001 0.221 0.001 2.091 0.002 4.477 0.003 -0.174 1.058 0.513 0 0.219 0 6.195 0.001 0.25 0.001 0.209 0.001 2.328 0.003 5.092 0.003 0.43815 0.0094673 0.32688 0.019989
596 0.00038 0.75053 0.65 35 6600 0.42687 -0.37 -0.144 Inf 0.996 0 0.38 0 0.15 0 0.286 0 0.239 0 2.093 0.002 4.298 0.002 -0.145 Inf 0.526 0 0.236 0 6.208 0 0.266 0 0.228 0 2.331 0.002 4.88 0.002 0.42641 0.0089553 0.31829 0.02134
597 0.00038 0.75053 0.65 35 6650 0.41571 -0.381 -0.138 Inf 0.999 0 0.406 0 0.149 0.001 0.306 0.001 0.251 0.001 2.11 0.002 4.186 0.003 -0.138 Inf 0.539 0 0.252 0 6.222 0.001 0.286 0.001 0.245 0.001 2.357 0.002 4.733 0.003 0.41518 0.0084077 0.31005 0.022714
602 0.00038 0.75053 0.65 35 6900 0.2736 -0.563 -0.192 Inf 0.934 0 0.273 0 0.148 0 0.249 0 0.117 0 2.833 0.001 5.794 0.003 -0.247 0.923 0.555 0 0.162 0 6.266 0 0.208 0 0.116 0 3.263 0.002 0.036 0.003 0.36525 0.0044258 0.27326 0.020422
603 0.00038 0.75053 0.65 35 6950 0.26676 -0.574 -0.29 Inf 0.933 0 0.288 0 0.153 0 0.272 0 0.103 0 2.743 0 5.517 0.001 -0.245 Inf 0.564 0 0.17 0 0.002 0 0.243 0 0.105 0 3.114 0.001 5.889 0.002 0.35634 0.0035955 0.26667 0.018996
604 0.00038 0.75053 0.65 35 7000 0.26044 -0.584 -0.29 Inf 0.931 0 0.3 0 0.145 0 0.291 0 0.093 0 2.672 0 5.261 0.001 -0.293 Inf 0.574 0 0.177 0 0.01 0 0.276 0 0.099 0 2.99 0.001 5.483 0.001 0.34773 0.0027632 0.26032 0.017253
605 0.00038 0.75053 0.65 35 7050 0.25421 -0.595 -0.285 Inf 0.931 0 0.308 0 0.132 0 0.303 0 0.082 0 2.622 0 5.097 0.001 -0.29 Inf 0.583 0 0.182 0 0.012 0 0.303 0 0.094 0 2.889 0 5.186 0.001 0.33943 0.0020176 0.25419 0.015576
606 0.00038 0.75053 0.65 35 7100 0.24842 -0.605 -0.282 Inf 0.93 0 0.312 0 0.111 0 0.312 0 0.074 0 2.583 0 4.98 0.001 -0.286 Inf 0.593 0 0.186 0 0.006 0 0.324 0 0.094 0 2.795 0 4.975 0.001 0.33141 0.0012476 0.24827 0.013528
607 0.00038 0.75053 0.65 35 7150 0.24262 -0.615 -0.281 Inf 0.929 0 0.313 0 0.089 0 0.311 0 0.067 0 2.548 0 4.927 0.001 -0.285 Inf 0.603 0 0.187 0 6.279 0 0.331 0 0.087 0 2.714 0 4.866 0.001 0.32365 0.00049186 0.24254 0.011317
608 0.00038 0.75053 0.65 45 6000 0.7728 -0.112 -0.313 Inf 0.77 0 0.007 0 0.704 0 0.045 0 0.002 0 2.845 0 5.92 0.01 -0.302 Inf 0.132 0 0.004 0 0.193 0 0.057 0 0.005 0 3.814 0.001 0.747 0.008 0.77274 0.0010815 NA NA
609 0.00038 0.75053 0.65 45 6050 0.74044 -0.131 -0.167 Inf 0.762 0 0.08 0 0.576 0 0.504 0 0.258 0 2.929 0 5.654 0 -0.157 0.6 0.141 0 0.043 0 0.091 0 0.572 0 0.311 0 3.846 0 0.784 0 0.74079 0.0063979 NA NA
610 0.00038 0.75053 0.65 45 6100 0.71217 -0.147 -0.142 Inf 0.755 0 0.105 0 0.421 0 0.559 0 0.346 0 3.095 0 5.939 0 -0.13 0.572 0.151 0 0.061 0 6.239 0 0.581 0 0.381 0 3.965 0 1.019 0 0.71252 0.011041 NA NA
611 0.00038 0.75053 0.65 45 6150 0.68688 -0.163 -0.12 Inf 0.748 0 0.13 0 0.261 0 0.527 0 0.371 0 3.232 0 6.232 0.001 -0.108 0.592 0.16 0 0.081 0 6.122 0 0.507 0 0.383 0 4.005 0 1.186 0.001 0.68711 0.013896 NA NA
612 0.00038 0.75053 0.65 45 6200 0.66387 -0.178 -0.102 Inf 0.743 0 0.159 0 0.14 0 0.467 0 0.363 0 3.295 0.001 0.179 0.001 -0.097 0.626 0.169 0 0.103 0 6.052 0 0.428 0 0.362 0 3.959 0.001 1.264 0.002 0.66397 0.015995 NA NA
613 0.00038 0.75053 0.65 45 6250 0.6427 -0.192 -0.095 Inf 0.738 0 0.19 0 0.064 0.001 0.41 0.001 0.341 0.001 3.225 0.002 0.31 0.003 -0.089 0.681 0.178 0 0.125 0 6.023 0.001 0.369 0.001 0.333 0.001 3.781 0.003 1.255 0.003 0.64265 0.017279 0.47499 0.0045836
614 0.00038 0.75053 0.65 45 6300 0.62305 -0.205 -0.125 Inf 0.733 0 0.222 0 6.283 0.001 0.376 0.001 0.312 0.001 3.036 0.003 0.333 0.004 -0.091 0.704 0.187 0 0.148 0 5.992 0.001 0.342 0.001 0.298 0.001 3.495 0.003 1.17 0.004 0.62287 0.017816 0.46104 0.011767
615 0.00038 0.75053 0.65 45 6350 0.60459 -0.219 -0.119 Inf 0.73 0 0.254 0 6.253 0.001 0.369 0.001 0.282 0.001 2.812 0.003 0.24 0.004 -0.093 0.724 0.197 0 0.169 0 5.986 0.001 0.348 0.001 0.262 0.001 3.203 0.003 0.992 0.004 0.60428 0.018296 0.44781 0.019581
616 0.00038 0.75053 0.65 45 6400 0.58714 -0.231 -0.098 Inf 0.728 0 0.286 0 6.255 0.001 0.384 0.001 0.254 0.001 2.612 0.002 0.031 0.003 -0.234 0.835 0.207 0 0.19 0 6.002 0.001 0.371 0.001 0.231 0.001 2.969 0.002 0.743 0.003 0.5867 0.017803 0.43522 0.02338
617 0.00038 0.75053 0.65 45 6450 0.57059 -0.244 -0.093 Inf 0.727 0 0.317 0 6.269 0 0.407 0.001 0.239 0 2.462 0.002 6.014 0.002 -0.227 0.927 0.22 0 0.207 0 6.022 0 0.394 0 0.218 0 2.806 0.001 0.456 0.002 0.57005 0.017387 0.4232 0.027986
618 0.00038 0.75053 0.65 45 6500 0.55483 -0.256 -0.166 Inf 0.727 0 0.347 0 0.008 0 0.426 0 0.245 0 2.36 0.001 5.656 0.002 -0.198 0.972 0.233 0 0.223 0 6.048 0 0.41 0 0.224 0 2.695 0.001 0.114 0.002 0.5542 0.016481 0.41174 0.030192
619 0.00038 0.75053 0.65 45 6550 0.53978 -0.268 -0.155 Inf 0.727 0 0.376 0 0.033 0 0.44 0 0.27 0 2.291 0.001 5.345 0.002 -0.154 1.033 0.247 0 0.237 0 6.078 0 0.421 0 0.248 0 2.615 0.001 6.07 0.002 0.53905 0.015475 0.40069 0.032545
620 0.00038 0.75053 0.65 45 6600 0.52532 -0.28 -0.142 Inf 0.729 0 0.402 0 0.052 0 0.448 0.001 0.295 0 2.248 0.001 5.125 0.002 -0.144 Inf 0.26 0 0.252 0 6.108 0.001 0.43 0.001 0.279 0.001 2.559 0.002 5.797 0.003 0.52456 0.01436 0.39011 0.034
621 0.00038 0.75053 0.65 45 6650 0.51139 -0.291 -0.16 Inf 0.733 0 0.423 0 0.065 0.001 0.451 0.001 0.31 0.001 2.227 0.002 4.973 0.003 -0.136 Inf 0.273 0 0.265 0 6.134 0.001 0.437 0.001 0.301 0.001 2.526 0.003 5.597 0.004 0.51065 0.012854 0.37991 0.033775
622 0.00038 0.75053 0.65 45 6700 0.49805 -0.303 -0.157 Inf 0.739 0 0.441 0 0.078 0.001 0.454 0.001 0.321 0.001 2.217 0.003 4.863 0.004 -0.133 Inf 0.289 0 0.274 0 6.154 0.001 0.439 0.001 0.316 0.001 2.51 0.003 5.463 0.005 0.49732 0.011309 0.37012 0.032927
625 0.00038 0.75053 0.65 45 6850 0.34377 -0.464 -0.196 Inf 0.659 0 0.265 0 0.176 0.001 0.155 0.001 0.16 0.001 3.096 0.004 0.437 0.004 -0.31 0.873 0.274 0 0.155 0 0.01 0.001 0.117 0.001 0.164 0.001 3.669 0.005 1.014 0.004 0.46031 0.0068383 0.34285 0.028502
626 0.00038 0.75053 0.65 45 6900 0.33417 -0.476 -0.197 Inf 0.656 0 0.279 0 0.169 0 0.166 0 0.143 0 2.933 0.001 0.244 0.001 -0.296 0.887 0.285 0 0.161 0 0.011 0 0.129 0 0.148 0 3.463 0.001 0.78 0.001 0.44887 0.0053251 0.3344 0.025982
627 0.00038 0.75053 0.65 45 6950 0.32643 -0.486 -0.195 Inf 0.654 0 0.291 0 0.158 0 0.176 0 0.129 0 2.846 0.001 0.031 0.001 -0.286 0.912 0.294 0 0.167 0 0.015 0 0.149 0 0.127 0 3.276 0.001 0.443 0.001 0.43784 0.0038681 0.32626 0.023088
628 0.00038 0.75053 0.65 45 7000 0.31852 -0.497 -0.265 Inf 0.65 0 0.299 0 0.148 0 0.185 0 0.119 0 2.792 0 6.09 0.001 -0.262 Inf 0.302 0 0.172 0 0.02 0 0.167 0 0.112 0 3.139 0.001 0.092 0.001 0.42721 0.0025025 0.31841 0.020147
629 0.00038 0.75053 0.65 45 7050 0.31094 -0.507 -0.275 Inf 0.647 0 0.302 0 0.134 0 0.188 0 0.108 0 2.751 0 5.896 0 -0.271 Inf 0.311 0 0.173 0 0.02 0 0.181 0 0.101 0 3.02 0 6.027 0.001 0.41693 0.0011941 0.31082 0.017074
630 0.00038 0.75053 0.65 55 5950 0.94432 -0.025 -0.203 Inf 0.557 0 0.052 0 0.567 0 0.45 0 0.195 0 3.174 0 0.052 0 -0.176 0.374 -0.096 0 0.028 0 6.256 0 0.484 0 0.226 0 4.298 0 1.801 0 0.94478 0.0059194 NA NA
631 0.00038 0.75053 0.65 55 6000 0.90479 -0.043 -0.151 Inf 0.549 0 0.076 0 0.429 0 0.615 0 0.371 0 3.323 0 0.106 0 -0.146 0.366 -0.086 0 0.044 0 6.138 0 0.632 0 0.41 0 4.417 0 1.785 0 0.90549 0.013474 NA NA
632 0.00038 0.75053 0.65 55 6050 0.86979 -0.061 -0.124 Inf 0.541 0 0.097 0 0.294 0 0.624 0 0.433 0 3.482 0 0.329 0 -0.108 0.383 -0.076 0 0.06 0 6.058 0 0.6 0 0.446 0 4.459 0 1.846 0 0.87046 0.019529 NA NA
633 0.00038 0.75053 0.65 55 6100 0.83833 -0.077 -0.113 Inf 0.534 0 0.122 0 0.147 0 0.555 0 0.432 0 3.593 0.001 0.542 0.001 -0.098 0.427 -0.067 0 0.079 0 5.981 0 0.504 0 0.423 0 4.415 0.001 1.858 0.001 0.83883 0.0234 NA NA
634 0.00038 0.75053 0.65 55 6150 0.80979 -0.092 -0.102 Inf 0.528 0 0.151 0 0.006 0 0.467 0 0.404 0 3.636 0.001 0.674 0.002 -0.09 0.477 -0.058 0 0.101 0 5.906 0 0.406 0 0.388 0 4.309 0.001 1.797 0.002 0.81009 0.026277 NA NA
635 0.00038 0.75053 0.65 55 6200 0.78349 -0.106 -0.094 0.938 0.523 0 0.184 0 6.187 0.001 0.393 0.001 0.364 0.001 3.586 0.002 0.722 0.002 -0.09 0.565 -0.049 0 0.124 0 5.858 0.001 0.335 0.001 0.347 0.001 4.134 0.002 1.685 0.003 0.78359 0.027451 0.57587 0.0072572
636 0.00038 0.75053 0.65 55 6250 0.75898 -0.12 -0.091 0.996 0.519 0 0.219 0 6.135 0.001 0.355 0.001 0.315 0.001 3.446 0.003 0.691 0.004 -0.09 0.637 -0.04 0 0.147 0 5.845 0.001 0.304 0.001 0.299 0.001 3.898 0.004 1.532 0.005 0.75891 0.028466 0.55882 0.017782
637 0.00038 0.75053 0.65 55 6300 0.73601 -0.133 -0.091 Inf 0.516 0 0.253 0 6.128 0.001 0.355 0.001 0.263 0.001 3.265 0.004 0.604 0.006 -0.088 0.684 -0.029 0 0.17 0 5.864 0.001 0.313 0.001 0.245 0.001 3.652 0.005 1.349 0.006 0.73573 0.028423 0.5426 0.025186
638 0.00038 0.75053 0.65 55 6350 0.71435 -0.146 -0.123 Inf 0.513 0 0.286 0 6.149 0.001 0.383 0.001 0.214 0.001 3.068 0.004 0.458 0.006 -0.231 0.669 -0.019 0 0.192 0 5.904 0.001 0.351 0.001 0.194 0.001 3.418 0.004 1.119 0.007 0.7139 0.027925 0.52722 0.031392
639 0.00038 0.75053 0.65 55 6400 0.69394 -0.159 -0.094 Inf 0.512 0 0.317 0 6.178 0.001 0.422 0.001 0.18 0.001 2.882 0.003 0.227 0.006 -0.231 0.692 -0.007 0 0.211 0 5.937 0.001 0.392 0.001 0.16 0.001 3.232 0.003 0.892 0.006 0.69313 0.02671 0.51242 0.035838
640 0.00038 0.75053 0.65 55 6450 0.6742 -0.171 -0.201 Inf 0.512 0 0.345 0 6.203 0.001 0.462 0.001 0.17 0.001 2.734 0.003 6.202 0.006 -0.227 0.701 0.006 0 0.226 0 5.962 0.001 0.431 0.001 0.15 0.001 3.094 0.002 0.635 0.006 0.67343 0.025251 0.49834 0.039015
641 0.00038 0.75053 0.65 55 6500 0.65549 -0.183 -0.166 Inf 0.511 0 0.372 0 6.224 0.001 0.497 0.001 0.181 0.001 2.62 0.002 5.882 0.004 -0.201 0.754 0.02 0 0.239 0 5.982 0.001 0.463 0.001 0.158 0.001 2.987 0.002 0.365 0.004 0.65462 0.023429 0.48477 0.041096
642 0.00038 0.75053 0.65 55 6550 0.63762 -0.195 -0.162 Inf 0.512 0 0.397 0 6.246 0.001 0.521 0.001 0.205 0.001 2.531 0.002 5.646 0.004 -0.162 1.037 0.033 0 0.252 0 6.009 0.001 0.49 0.001 0.181 0.001 2.892 0.002 0.107 0.004 0.63664 0.021227 0.47176 0.041499
643 0.00038 0.75053 0.65 55 6600 0.62042 -0.207 -0.155 Inf 0.514 0 0.419 0 6.266 0 0.533 0.001 0.233 0 2.459 0.001 5.49 0.002 -0.155 Inf 0.046 0 0.264 0 6.039 0 0.509 0 0.212 0 2.806 0.001 6.185 0.002 0.61941 0.019019 0.45923 0.041768
644 0.00038 0.75053 0.65 55 6650 0.60393 -0.219 -0.145 Inf 0.518 0 0.437 0 6.283 0 0.535 0 0.257 0 2.413 0.001 5.374 0.002 -0.155 Inf 0.06 0 0.274 0 6.065 0 0.515 0.001 0.241 0.001 2.747 0.001 6.029 0.003 0.6029 0.016524 0.44719 0.040079
646 0.00038 0.75053 0.65 55 6750 0.4253 -0.371 -0.331 Inf 0.445 0 0.24 0 0.193 0 0.089 0 0.152 0 4.072 0.004 1.129 0.003 -0.33 0.821 0.035 0 0.143 0 0.031 0 0.098 0 0.154 0 4.878 0.004 1.647 0.003 0.57183 0.011805 0.42443 0.036295
647 0.00038 0.75053 0.65 55 6800 0.41361 -0.383 -0.326 Inf 0.442 0 0.255 0 0.209 0 0.084 0 0.143 0 3.573 0.001 1.071 0.001 -0.327 Inf 0.046 0 0.149 0 0.047 0 0.078 0 0.147 0 4.534 0.002 1.608 0.001 0.55719 0.0095155 0.41368 0.033614
648 0.00038 0.75053 0.65 55 6850 0.40343 -0.394 -0.316 Inf 0.438 0 0.27 0 0.225 0 0.095 0 0.134 0 3.181 0.001 0.963 0.001 -0.32 Inf 0.057 0 0.154 0 0.062 0 0.07 0 0.14 0 4.112 0.001 1.526 0.001 0.54312 0.0072928 0.40332 0.030591
649 0.00038 0.75053 0.65 55 6900 0.39347 -0.405 -0.315 Inf 0.434 0 0.28 0 0.229 0 0.108 0 0.123 0 2.937 0.001 0.817 0.001 -0.316 Inf 0.068 0 0.157 0 0.069 0 0.072 0 0.128 0 3.713 0.002 1.406 0.001 0.52954 0.0049809 0.3933 0.026487
650 0.00038 0.75053 0.65 55 6950 0.38388 -0.416 -0.307 Inf 0.43 0 0.285 0 0.219 0 0.118 0 0.114 0 2.822 0 0.665 0 -0.311 Inf 0.076 0 0.16 0 0.073 0 0.087 0 0.107 0 3.356 0.001 1.22 0.001 0.51647 0.0028761 0.38368 0.022405
651 0.00038 0.75053 0.65 55 7000 0.37456 -0.426 -0.31 Inf 0.426 0 0.286 0 0.215 0 0.122 0 0.105 0 2.729 0 0.512 0 -0.312 Inf 0.085 0 0.16 0 0.082 0 0.1 0 0.089 0 3.098 0.001 1.005 0.001 0.50384 0.00081244 0.37437 0.01796
652 0.00038 0.75053 0.65 65 6050 0.99767 -0.001 -0.114 0.65 0.358 0 0.11 0 0.123 0 0.602 0 0.466 0 3.952 0.001 1.173 0.001 -0.101 0.355 -0.258 0 0.074 0 5.922 0 0.517 0 0.436 0 4.855 0.001 2.595 0.001 0.99837 0.034709 NA NA
653 0.00038 0.75053 0.65 65 6100 0.96286 -0.016 -0.1 0.739 0.351 0 0.139 0 6.237 0 0.491 0 0.437 0 3.965 0.001 1.243 0.001 -0.089 0.381 -0.249 0 0.094 0 5.831 0 0.408 0 0.406 0 4.691 0.001 2.436 0.001 0.96327 0.037995 NA NA
654 0.00038 0.75053 0.65 65 6150 0.93076 -0.031 -0.093 0.835 0.345 0 0.172 0 6.111 0.001 0.393 0.001 0.4 0.001 3.9 0.002 1.249 0.002 -0.088 0.41 -0.24 0 0.117 0 5.765 0.001 0.32 0.001 0.371 0.001 4.478 0.002 2.264 0.002 0.93093 0.039891 0.67961 0.0087639
655 0.00038 0.75053 0.65 65 6200 0.90091 -0.045 -0.091 0.898 0.34 0 0.206 0 6.037 0.001 0.327 0.001 0.36 0.001 3.756 0.002 1.198 0.003 -0.084 0.462 -0.23 0 0.14 0 5.737 0.001 0.266 0.001 0.335 0.001 4.219 0.003 2.084 0.003 0.9008 0.040729 0.65924 0.020001
656 0.00038 0.75053 0.65 65 6250 0.87293 -0.059 -0.091 0.953 0.336 0 0.241 0 6.021 0.001 0.3 0.001 0.316 0.001 3.557 0.003 1.093 0.004 -0.088 0.57 -0.221 0 0.163 0 5.752 0.001 0.25 0.001 0.293 0.001 3.934 0.004 1.881 0.004 0.87262 0.040656 0.64 0.02901
657 0.00038 0.75053 0.65 65 6300 0.84656 -0.072 -0.093 0.969 0.333 0 0.275 0 6.034 0.001 0.305 0.001 0.268 0.001 3.351 0.003 0.927 0.004 -0.09 0.608 -0.211 0 0.185 0 5.789 0.001 0.265 0.001 0.247 0.001 3.672 0.004 1.633 0.004 0.84598 0.039421 0.62152 0.035572
658 0.00038 0.75053 0.65 65 6350 0.82161 -0.085 -0.124 0.969 0.33 0 0.307 0 6.063 0.001 0.334 0.001 0.228 0.001 3.178 0.003 0.665 0.004 -0.234 0.704 -0.2 0 0.207 0 5.833 0.001 0.302 0.001 0.208 0.001 3.476 0.003 1.304 0.005 0.82087 0.037797 0.60401 0.040646
659 0.00038 0.75053 0.65 65 6400 0.7981 -0.098 -0.123 0.953 0.33 0 0.335 0 6.157 0.001 0.372 0.001 0.207 0.001 3.086 0.003 0.37 0.005 -0.233 0.754 -0.19 0 0.223 0 5.924 0.001 0.339 0.001 0.191 0.001 3.411 0.003 1.032 0.005 NA NA NA NA
660 0.00038 0.75053 0.65 65 6450 0.77543 -0.11 -0.227 0.969 0.33 0 0.364 0 6.153 0.001 0.425 0.001 0.186 0.001 2.942 0.003 6.201 0.006 -0.227 0.754 -0.174 0 0.238 0 5.915 0.001 0.381 0.001 0.168 0.001 3.29 0.003 0.633 0.006 0.77416 0.032724 0.57099 0.046522
661 0.00038 0.75053 0.65 65 6500 0.75354 -0.123 -0.171 Inf 0.33 0 0.389 0 6.201 0.001 0.472 0.001 0.191 0.001 2.841 0.002 5.849 0.005 -0.204 0.745 -0.16 0 0.25 0 5.959 0.001 0.424 0.001 0.168 0.001 3.213 0.002 0.315 0.005 0.75239 0.02931 0.55541 0.046598
662 0.00038 0.75053 0.65 65 6550 0.73298 -0.135 -0.167 Inf 0.331 0 0.412 0 6.239 0.001 0.509 0.001 0.204 0.001 2.75 0.003 5.607 0.006 -0.167 0.792 -0.147 0 0.262 0 6.002 0.001 0.465 0.001 0.181 0.001 3.122 0.003 0.04 0.006 0.73161 0.026049 0.5405 0.045885
663 0.00038 0.75053 0.65 65 6600 0.71296 -0.147 -0.168 Inf 0.336 0 0.429 0 0.044 0 0.545 0.001 0.217 0.001 2.689 0.001 5.465 0.003 -0.162 0.869 -0.136 0 0.27 0 6.097 0 0.513 0 0.203 0 3.067 0.001 6.142 0.002 NA NA NA NA
664 0.00038 0.75053 0.65 65 6650 0.51235 -0.29 -0.355 Inf 0.27 0 0.219 0 0.274 0 0.109 0 0.156 0 5.791 0.004 1.357 0.003 -0.355 Inf -0.166 0 0.133 0 0.121 0 0.145 0 0.158 0 6.123 0.003 1.766 0.003 0.69264 0.019291 0.51231 0.042696
665 0.00038 0.75053 0.65 65 6700 0.4992 -0.302 -0.35 Inf 0.266 0 0.236 0 0.269 0 0.075 0 0.136 0 5.728 0.001 1.308 0.001 -0.348 Inf -0.155 0 0.14 0 0.115 0 0.122 0 0.139 0 6.044 0.001 1.739 0.001 0.67434 0.016239 0.49901 0.040713
666 0.00038 0.75053 0.65 65 6750 0.48641 -0.313 -0.344 Inf 0.262 0 0.249 0 0.265 0 0.039 0 0.12 0 5.635 0.002 1.302 0.001 -0.344 Inf -0.144 0 0.145 0 0.11 0 0.093 0 0.123 0 5.935 0.001 1.75 0.001 0.65674 0.012935 0.48617 0.03734
667 0.00038 0.75053 0.65 65 6800 0.47399 -0.324 -0.336 Inf 0.258 0 0.262 0 0.266 0 0.007 0 0.107 0 4.522 0.015 1.283 0.001 -0.341 Inf -0.134 0 0.149 0 0.111 0 0.064 0 0.112 0 5.76 0.002 1.771 0.001 0.63984 0.0097866 0.47383 0.033608
668 0.00038 0.75053 0.65 65 6850 0.46216 -0.335 -0.325 Inf 0.253 0 0.27 0 0.263 0 0.028 0 0.097 0 2.749 0.003 1.239 0.001 -0.33 Inf -0.123 0 0.151 0 0.108 0 0.04 0 0.101 0 5.475 0.003 1.773 0.001 0.62359 0.0065079 0.46191 0.028425
669 0.00038 0.75053 0.65 65 6900 0.45067 -0.346 -0.327 Inf 0.248 0 0.274 0 0.256 0 0.053 0 0.088 0 2.633 0.001 1.186 0.001 -0.325 Inf -0.114 0 0.151 0 0.102 0 0.019 0 0.09 0 4.755 0.004 1.84 0.001 0.60792 0.0034508 0.45042 0.023089
670 0.00038 0.75053 0.65 65 6950 0.43958 -0.357 -0.325 Inf 0.243 0 0.27 0 0.24 0 0.069 0 0.081 0 2.568 0.001 1.129 0 -0.324 Inf -0.105 0 0.147 0 0.09 0 0.023 0 0.078 0 3.207 0.002 1.937 0.001 0.59279 0.00056843 0.43932 0.017672
671 0.00038 0.75053 0.65 75 6250 0.98508 -0.007 -0.09 0.898 0.179 0 0.258 0 6.011 0.001 0.262 0.001 0.281 0.001 3.645 0.003 1.499 0.004 -0.281 0.481 -0.376 0 0.174 0 5.756 0.001 0.214 0.001 0.256 0.001 3.972 0.004 2.259 0.004 0.98424 0.052705 0.71874 0.036897
672 0.00038 0.75053 0.65 75 6300 0.95526 -0.02 -0.088 0.957 0.176 0 0.291 0 6.008 0.001 0.27 0.001 0.245 0.001 3.377 0.003 1.325 0.004 -0.274 0.522 -0.366 0 0.196 0 5.774 0.001 0.236 0.001 0.222 0.001 3.648 0.004 2.021 0.005 0.95415 0.050568 0.69814 0.043458
673 0.00038 0.75053 0.65 75 6350 0.92694 -0.033 -0.126 0.988 0.174 0 0.324 0 6.016 0.001 0.299 0.001 0.213 0.001 3.177 0.004 1.06 0.005 -0.254 0.616 -0.356 0 0.217 0 5.798 0.001 0.272 0.001 0.191 0.001 3.434 0.004 1.702 0.006 0.92565 0.047311 0.6785 0.047049
674 0.00038 0.75053 0.65 75 6400 0.90003 -0.046 -0.125 0.996 0.172 0 0.353 0 6.049 0.001 0.332 0.001 0.195 0.001 3.063 0.004 0.719 0.007 -0.23 0.748 -0.343 0 0.234 0 5.829 0.001 0.3 0.001 0.178 0.001 3.339 0.005 1.392 0.008 0.89852 0.043266 0.65956 0.048953
