	Model_ID	Z	X	M	L	Teff	Period	logP	V_M0	V_err_M0	V_A1	V_A1_err	V_phi1	V_phi1_err	V_R21	V_R21_err	V_R31	V_R31_err	V_P21	V_P21_err	V_P31	V_P31_err	I_Skewness	I_acuteness	I_M0	I_err_M0	I_A1	I_A1_err	I_phi1	I_phi1_err	I_R21	I_R21_err	I_R31	I_R31_err	I_P21	I_P21_err	I_P31	I_P31_err
4787	5440	0.00054	0.75013	0.73	35	7100	0.23228	-0.634	0.935	0.0	0.328	0.0	0.114	0.0	0.385	0.0	0.063	0.0	2.327	0.0	4.568	0.002	-0.286	inf	0.593	0.0	0.197	0.0	0.009	0.0	0.4	0.0	0.082	0.0	2.535	0.0	4.591	0.002
4788	5441	0.00054	0.75013	0.73	35	7150	0.22703	-0.644	0.934	0.0	0.331	0.0	0.083	0.0	0.381	0.0	0.06	0.0	2.305	0.0	4.572	0.002	-0.284	inf	0.604	0.0	0.199	0.0	6.269	0.0	0.4	0.0	0.077	0.0	2.48	0.001	4.56	0.002
4801	5458	0.00054	0.75013	0.73	45	6850	0.3198	-0.495	0.659	0.0	0.275	0.0	0.111	0.0	0.221	0.0	0.135	0.0	2.867	0.001	6.076	0.002	-0.277	0.905	0.271	0.0	0.163	0.0	6.229	0.0	0.171	0.0	0.137	0.0	3.303	0.002	0.395	0.002
4802	5459	0.00054	0.75013	0.73	45	6900	0.31197	-0.506	0.656	0.0	0.289	0.0	0.112	0.0	0.241	0.0	0.117	0.0	2.773	0.001	5.8	0.001	-0.246	0.957	0.281	0.0	0.17	0.0	6.243	0.0	0.202	0.0	0.118	0.0	3.168	0.001	6.277	0.001
4803	5460	0.00054	0.75013	0.73	45	6950	0.30453	-0.516	0.654	0.0	0.302	0.0	0.109	0.0	0.261	0.0	0.108	0.0	2.709	0.0	5.526	0.001	-0.246	1.049	0.29	0.0	0.177	0.0	6.253	0.0	0.235	0.0	0.11	0.0	3.055	0.001	5.86	0.001
4804	5461	0.00054	0.75013	0.73	45	7000	0.29738	-0.527	0.653	0.0	0.312	0.0	0.103	0.0	0.276	0.0	0.101	0.0	2.668	0.0	5.314	0.001	-0.25	inf	0.299	0.0	0.183	0.0	6.26	0.0	0.262	0.0	0.108	0.0	2.969	0.001	5.518	0.001
4805	5462	0.00054	0.75013	0.73	45	7050	0.29024	-0.537	0.651	0.0	0.315	0.0	0.086	0.0	0.282	0.0	0.09	0.0	2.634	0.0	5.158	0.001	-0.287	inf	0.309	0.0	0.185	0.0	6.257	0.0	0.282	0.0	0.103	0.0	2.887	0.0	5.225	0.001
4806	5463	0.00054	0.75013	0.73	45	7100	0.28359	-0.547	0.649	0.0	0.314	0.0	0.065	0.0	0.28	0.0	0.081	0.0	2.607	0.0	5.059	0.001	-0.283	inf	0.318	0.0	0.185	0.0	6.251	0.0	0.292	0.0	0.1	0.0	2.803	0.0	5.019	0.001
4820	5480	0.00054	0.75013	0.73	55	6800	0.38559	-0.414	0.44	0.0	0.264	0.0	0.159	0.0	0.151	0.0	0.161	0.0	3.073	0.003	0.615	0.003	-0.305	0.898	0.043	0.0	0.156	0.0	6.281	0.0	0.112	0.0	0.168	0.0	3.593	0.004	1.173	0.003
4821	5481	0.00054	0.75013	0.73	55	6850	0.37576	-0.425	0.437	0.0	0.278	0.0	0.147	0.0	0.165	0.0	0.141	0.0	2.894	0.001	0.42	0.001	-0.305	0.919	0.055	0.0	0.161	0.0	6.271	0.0	0.121	0.0	0.149	0.0	3.388	0.001	0.99	0.001
4822	5482	0.00054	0.75013	0.73	55	6900	0.36676	-0.436	0.434	0.0	0.293	0.0	0.14	0.0	0.177	0.0	0.128	0.0	2.793	0.0	0.19	0.0	-0.287	0.931	0.065	0.0	0.168	0.0	6.274	0.0	0.14	0.0	0.131	0.0	3.238	0.0	0.683	0.0
4823	5483	0.00054	0.75013	0.73	55	6950	0.35772	-0.446	0.431	0.0	0.301	0.0	0.127	0.0	0.185	0.0	0.118	0.0	2.734	0.001	6.243	0.001	-0.279	0.961	0.074	0.0	0.172	0.0	6.276	0.0	0.159	0.0	0.113	0.0	3.107	0.001	0.328	0.001
4824	5484	0.00054	0.75013	0.73	55	7000	0.34929	-0.457	0.427	0.0	0.303	0.0	0.112	0.0	0.189	0.0	0.107	0.0	2.691	0.0	6.006	0.0	-0.27	inf	0.082	0.0	0.173	0.0	6.274	0.0	0.173	0.0	0.1	0.0	2.996	0.0	6.227	0.001
4839	5500	0.00054	0.75013	0.73	65	6700	0.46557	-0.332	0.263	0.0	0.239	0.0	0.148	0.0	0.09	0.0	0.153	0.0	3.982	0.003	1.195	0.002	-0.329	0.832	-0.159	0.0	0.144	0.0	6.274	0.0	0.09	0.0	0.158	0.0	4.748	0.003	1.689	0.002
4840	5501	0.00054	0.75013	0.73	65	6750	0.45248	-0.344	0.26	0.0	0.253	0.0	0.172	0.0	0.089	0.0	0.145	0.0	3.527	0.002	1.149	0.001	-0.326	inf	-0.148	0.0	0.15	0.0	0.015	0.0	0.076	0.0	0.152	0.0	4.374	0.002	1.656	0.001
4841	5502	0.00054	0.75013	0.73	65	6800	0.44146	-0.355	0.256	0.0	0.267	0.0	0.176	0.0	0.103	0.0	0.132	0.0	3.134	0.001	1.055	0.001	-0.32	inf	-0.137	0.0	0.155	0.0	0.018	0.0	0.074	0.0	0.141	0.0	3.931	0.001	1.584	0.001
4842	5503	0.00054	0.75013	0.73	65	6850	0.43034	-0.366	0.252	0.0	0.281	0.0	0.191	0.0	0.12	0.0	0.123	0.0	2.916	0.001	0.903	0.001	-0.316	inf	-0.126	0.0	0.16	0.0	0.033	0.0	0.08	0.0	0.132	0.0	3.604	0.001	1.459	0.001
4843	5504	0.00054	0.75013	0.73	65	6900	0.41987	-0.377	0.248	0.0	0.289	0.0	0.191	0.0	0.133	0.0	0.113	0.0	2.777	0.0	0.729	0.0	-0.306	inf	-0.116	0.0	0.163	0.0	0.039	0.0	0.093	0.0	0.116	0.0	3.321	0.001	1.305	0.001
4844	5505	0.00054	0.75013	0.73	65	6950	0.40963	-0.388	0.244	0.0	0.29	0.0	0.18	0.0	0.138	0.0	0.103	0.0	2.689	0.0	0.569	0.0	-0.305	inf	-0.108	0.0	0.163	0.0	0.042	0.0	0.108	0.0	0.094	0.0	3.101	0.0	1.091	0.001
4854	5516	0.00054	0.75013	0.73	75	6650	0.53606	-0.271	0.11	0.0	0.233	0.0	0.212	0.0	0.075	0.0	0.144	0.0	5.45	0.002	1.297	0.001	-0.349	inf	-0.324	0.0	0.141	0.0	0.063	0.0	0.111	0.0	0.148	0.0	5.887	0.001	1.714	0.001
4855	5517	0.00054	0.75013	0.73	75	6700	0.52226	-0.282	0.106	0.0	0.248	0.0	0.21	0.0	0.039	0.0	0.128	0.0	5.137	0.002	1.295	0.001	-0.343	inf	-0.313	0.0	0.147	0.0	0.059	0.0	0.082	0.0	0.133	0.0	5.745	0.001	1.729	0.001
4856	5518	0.00054	0.75013	0.73	75	6750	0.50887	-0.293	0.102	0.0	0.262	0.0	0.214	0.0	0.022	0.0	0.115	0.0	3.836	0.004	1.297	0.001	-0.336	inf	-0.302	0.0	0.152	0.0	0.061	0.0	0.054	0.0	0.122	0.0	5.479	0.002	1.758	0.001
4857	5519	0.00054	0.75013	0.73	75	6800	0.49589	-0.305	0.098	0.0	0.272	0.0	0.216	0.0	0.045	0.0	0.104	0.0	2.978	0.002	1.268	0.001	-0.328	inf	-0.292	0.0	0.155	0.0	0.062	0.0	0.034	0.0	0.112	0.0	4.9	0.003	1.761	0.001
4858	5520	0.00054	0.75013	0.73	75	6850	0.48357	-0.316	0.093	0.0	0.28	0.0	0.218	0.0	0.07	0.0	0.095	0.0	2.748	0.001	1.207	0.001	-0.325	inf	-0.281	0.0	0.156	0.0	0.064	0.0	0.031	0.0	0.103	0.0	4.088	0.002	1.747	0.001
4859	5521	0.00054	0.75013	0.73	75	6900	0.4716	-0.326	0.088	0.0	0.28	0.0	0.208	0.0	0.088	0.0	0.086	0.0	2.646	0.0	1.123	0.0	-0.321	inf	-0.272	0.0	0.154	0.0	0.057	0.0	0.041	0.0	0.09	0.0	3.393	0.001	1.786	0.001
4865	5528	0.00054	0.75013	0.73	85	6600	0.61002	-0.215	-0.022	0.0	0.229	0.0	0.303	0.0	0.124	0.0	0.16	0.0	0.359	0.001	1.657	0.0	-0.355	inf	-0.469	0.0	0.137	0.0	0.16	0.0	0.145	0.0	0.165	0.0	0.499	0.001	1.983	0.001
4866	5529	0.00054	0.75013	0.73	85	6650	0.59376	-0.226	-0.026	0.0	0.244	0.0	0.355	0.0	0.105	0.0	0.128	0.0	0.458	0.0	1.656	0.0	-0.35	inf	-0.459	0.0	0.143	0.0	0.208	0.0	0.131	0.0	0.132	0.0	0.509	0.0	1.979	0.0
4867	5530	0.00054	0.75013	0.73	85	6700	0.57841	-0.238	-0.031	0.0	0.256	0.0	0.287	0.0	0.072	0.0	0.115	0.0	0.483	0.001	1.491	0.001	-0.349	inf	-0.448	0.0	0.148	0.0	0.14	0.0	0.105	0.0	0.122	0.0	0.316	0.001	1.853	0.001
4868	5531	0.00054	0.75013	0.73	85	6750	0.56351	-0.249	-0.036	0.0	0.265	0.0	0.275	0.0	0.05	0.0	0.098	0.0	0.811	0.002	1.462	0.001	-0.343	inf	-0.437	0.0	0.15	0.0	0.128	0.0	0.079	0.0	0.104	0.0	0.262	0.002	1.857	0.001
4869	5532	0.00054	0.75013	0.73	85	6800	0.54931	-0.26	-0.041	0.0	0.27	0.0	0.261	0.0	0.04	0.0	0.082	0.0	1.431	0.002	1.463	0.001	-0.334	inf	-0.427	0.0	0.15	0.0	0.113	0.0	0.052	0.0	0.089	0.0	0.175	0.002	1.91	0.001
4870	5533	0.00054	0.75013	0.73	85	6850	0.53543	-0.271	-0.047	0.0	0.268	0.0	0.241	0.0	0.048	0.0	0.07	0.0	1.936	0.001	1.515	0.001	-0.332	inf	-0.418	0.0	0.146	0.0	0.092	0.0	0.028	0.0	0.077	0.0	0.085	0.002	2.049	0.001
4872	5537	0.00054	0.75013	0.73	95	6600	0.66782	-0.175	-0.143	0.0	0.238	0.0	0.392	0.0	0.175	0.0	0.14	0.0	1.07	0.001	2.191	0.001	-0.338	inf	-0.588	0.0	0.138	0.0	0.242	0.0	0.177	0.0	0.139	0.0	1.169	0.001	2.471	0.001
4873	5538	0.00054	0.75013	0.73	95	6650	0.6502	-0.187	-0.148	0.0	0.249	0.0	0.355	0.0	0.154	0.0	0.121	0.0	0.993	0.001	1.999	0.001	-0.343	inf	-0.578	0.0	0.142	0.0	0.211	0.0	0.158	0.0	0.125	0.0	0.983	0.001	2.244	0.001
4874	5539	0.00054	0.75013	0.73	95	6700	0.63328	-0.198	-0.154	0.0	0.257	0.0	0.344	0.0	0.13	0.0	0.1	0.0	0.979	0.001	1.868	0.001	-0.345	inf	-0.568	0.0	0.145	0.0	0.199	0.0	0.138	0.0	0.107	0.0	0.844	0.001	2.144	0.001
4875	5540	0.00054	0.75013	0.73	95	6750	0.61698	-0.21	-0.159	0.0	0.26	0.0	0.322	0.0	0.104	0.0	0.081	0.0	1.041	0.001	1.802	0.001	-0.344	inf	-0.558	0.0	0.144	0.0	0.176	0.0	0.113	0.0	0.088	0.0	0.723	0.001	2.124	0.001
4876	5541	0.00054	0.75013	0.73	95	6800	0.60126	-0.221	-0.166	0.0	0.256	0.0	0.291	0.0	0.083	0.0	0.064	0.0	1.205	0.001	1.849	0.001	-0.343	inf	-0.549	0.0	0.139	0.0	0.145	0.0	0.085	0.0	0.07	0.0	0.616	0.001	2.261	0.001
4877	5542	0.00054	0.75013	0.73	105	6600	0.72434	-0.14	-0.253	0.0	0.242	0.0	0.525	0.0	0.217	0.0	0.118	0.0	1.469	0.0	2.813	0.001	-0.328	inf	-0.696	0.0	0.137	0.0	0.364	0.0	0.206	0.0	0.105	0.0	1.606	0.001	3.096	0.001
4878	5543	0.00054	0.75013	0.73	105	6650	0.7053	-0.152	-0.259	0.0	0.248	0.0	0.444	0.0	0.201	0.0	0.102	0.0	1.363	0.0	2.55	0.001	-0.336	inf	-0.686	0.0	0.139	0.0	0.292	0.0	0.186	0.0	0.096	0.0	1.416	0.001	2.728	0.001
4879	5544	0.00054	0.75013	0.73	105	6700	0.68693	-0.163	-0.265	0.0	0.25	0.0	0.38	0.0	0.168	0.0	0.082	0.0	1.25	0.0	2.396	0.001	-0.35	inf	-0.677	0.0	0.137	0.0	0.233	0.0	0.157	0.0	0.081	0.0	1.165	0.001	2.577	0.001
4880	5545	0.00054	0.75013	0.73	105	6750	0.66925	-0.174	-0.273	0.0	0.243	0.0	0.347	0.0	0.137	0.0	0.063	0.0	1.234	0.0	2.325	0.001	-0.342	inf	-0.668	0.0	0.131	0.0	0.199	0.0	0.128	0.0	0.066	0.0	0.977	0.001	2.568	0.001
4881	5546	0.00054	0.75013	0.73	105	6800	0.65221	-0.186	-0.281	0.0	0.221	0.0	0.347	0.0	0.106	0.0	0.048	0.0	1.262	0.0	2.512	0.001	-0.347	inf	-0.661	0.0	0.116	0.0	0.199	0.0	0.1	0.0	0.054	0.0	0.758	0.001	2.937	0.001
4889	5561	0.00054	0.75013	0.75	35	6850	0.25728	-0.59	0.938	0.0	0.267	0.0	0.155	0.001	0.31	0.001	0.071	0.001	2.553	0.002	5.498	0.009	-0.249	inf	0.543	0.0	0.159	0.0	6.272	0.001	0.264	0.001	0.065	0.001	2.895	0.003	6.161	0.009
4890	5562	0.00054	0.75013	0.75	35	6900	0.25103	-0.6	0.937	0.0	0.286	0.0	0.17	0.0	0.343	0.0	0.061	0.0	2.453	0.001	5.116	0.006	-0.286	inf	0.553	0.0	0.17	0.0	0.016	0.0	0.312	0.0	0.058	0.0	2.764	0.001	5.537	0.007
4891	5563	0.00054	0.75013	0.75	35	6950	0.24541	-0.61	0.936	0.0	0.304	0.0	0.17	0.0	0.369	0.0	0.062	0.0	2.372	0.001	4.824	0.003	-0.286	inf	0.563	0.0	0.182	0.0	0.031	0.0	0.351	0.0	0.066	0.0	2.65	0.001	5.078	0.003
4892	5564	0.00054	0.75013	0.75	35	7000	0.23984	-0.62	0.936	0.0	0.317	0.0	0.159	0.0	0.386	0.0	0.063	0.0	2.321	0.001	4.683	0.003	-0.283	inf	0.573	0.0	0.19	0.0	0.034	0.0	0.383	0.0	0.075	0.0	2.572	0.001	4.832	0.003
4893	5565	0.00054	0.75013	0.75	35	7050	0.23416	-0.63	0.937	0.0	0.325	0.0	0.137	0.0	0.393	0.0	0.062	0.0	2.289	0.0	4.596	0.002	-0.284	inf	0.583	0.0	0.196	0.0	0.023	0.0	0.4	0.0	0.081	0.0	2.515	0.0	4.666	0.002
4894	5566	0.00054	0.75013	0.75	35	7100	0.22867	-0.641	0.937	0.0	0.333	0.0	0.116	0.0	0.397	0.0	0.063	0.0	2.263	0.0	4.559	0.002	-0.282	inf	0.594	0.0	0.201	0.0	0.011	0.0	0.412	0.0	0.081	0.0	2.468	0.0	4.582	0.002
4895	5567	0.00054	0.75013	0.75	35	7150	0.22346	-0.651	0.937	0.0	0.336	0.0	0.088	0.0	0.392	0.0	0.063	0.0	2.246	0.0	4.58	0.002	-0.279	inf	0.605	0.0	0.202	0.0	6.275	0.0	0.411	0.0	0.076	0.0	2.422	0.001	4.573	0.002
4896	5568	0.00054	0.75013	0.75	35	7200	0.21839	-0.661	0.936	0.0	0.338	0.0	0.062	0.0	0.381	0.0	0.062	0.0	2.231	0.0	4.617	0.002	-0.28	inf	0.616	0.0	0.203	0.0	6.255	0.0	0.402	0.0	0.072	0.0	2.377	0.0	4.604	0.002
4909	5585	0.00054	0.75013	0.75	45	6850	0.31461	-0.502	0.66	0.0	0.279	0.0	0.112	0.0	0.241	0.0	0.124	0.0	2.811	0.001	5.884	0.002	-0.27	0.919	0.271	0.0	0.165	0.0	6.231	0.0	0.192	0.0	0.124	0.0	3.223	0.001	0.196	0.002
4910	5586	0.00054	0.75013	0.75	45	6900	0.30699	-0.513	0.658	0.0	0.294	0.0	0.118	0.0	0.264	0.0	0.112	0.0	2.731	0.001	5.59	0.001	-0.244	1.0	0.281	0.0	0.173	0.0	6.249	0.0	0.226	0.0	0.112	0.0	3.106	0.001	6.052	0.002
4911	5587	0.00054	0.75013	0.75	45	6950	0.29982	-0.523	0.656	0.0	0.306	0.0	0.114	0.0	0.285	0.0	0.104	0.0	2.667	0.001	5.307	0.001	-0.25	inf	0.29	0.0	0.18	0.0	6.258	0.0	0.259	0.0	0.107	0.0	3.001	0.001	5.628	0.002
4912	5588	0.00054	0.75013	0.75	45	7000	0.29244	-0.534	0.655	0.0	0.314	0.0	0.1	0.0	0.298	0.0	0.096	0.0	2.623	0.0	5.11	0.001	-0.282	inf	0.3	0.0	0.185	0.0	6.258	0.0	0.286	0.0	0.105	0.0	2.915	0.001	5.303	0.002
4913	5589	0.00054	0.75013	0.75	45	7050	0.28571	-0.544	0.653	0.0	0.318	0.0	0.078	0.0	0.305	0.0	0.087	0.0	2.591	0.0	4.965	0.001	-0.286	inf	0.309	0.0	0.188	0.0	6.249	0.0	0.306	0.0	0.104	0.0	2.84	0.0	5.044	0.001
4914	5590	0.00054	0.75013	0.75	45	7100	0.27909	-0.554	0.652	0.0	0.319	0.0	0.061	0.0	0.305	0.0	0.078	0.0	2.56	0.0	4.882	0.001	-0.287	inf	0.318	0.0	0.189	0.0	6.245	0.0	0.318	0.0	0.1	0.0	2.761	0.0	4.871	0.001
4927	5606	0.00054	0.75013	0.75	55	6800	0.37983	-0.42	0.441	0.0	0.267	0.0	0.141	0.0	0.166	0.0	0.159	0.0	3.017	0.003	0.448	0.003	-0.305	0.894	0.044	0.0	0.159	0.0	6.264	0.0	0.123	0.0	0.165	0.0	3.486	0.004	1.011	0.003
4928	5607	0.00054	0.75013	0.75	55	6850	0.36971	-0.432	0.438	0.0	0.284	0.0	0.131	0.0	0.181	0.0	0.14	0.0	2.864	0.001	0.223	0.001	-0.298	0.912	0.055	0.0	0.165	0.0	6.256	0.0	0.135	0.0	0.147	0.0	3.324	0.001	0.797	0.001
4929	5608	0.00054	0.75013	0.75	55	6900	0.36077	-0.443	0.435	0.0	0.296	0.0	0.121	0.0	0.194	0.0	0.126	0.0	2.777	0.0	6.267	0.001	-0.276	0.934	0.065	0.0	0.171	0.0	6.257	0.0	0.157	0.0	0.129	0.0	3.191	0.001	0.455	0.001
4930	5609	0.00054	0.75013	0.75	55	6950	0.35204	-0.453	0.432	0.0	0.304	0.0	0.108	0.0	0.204	0.0	0.116	0.0	2.729	0.0	6.026	0.001	-0.26	0.98	0.074	0.0	0.175	0.0	6.258	0.0	0.178	0.0	0.113	0.0	3.085	0.0	0.08	0.001
4931	5610	0.00054	0.75013	0.75	55	7000	0.34362	-0.464	0.429	0.0	0.31	0.0	0.099	0.0	0.211	0.0	0.108	0.0	2.692	0.0	5.797	0.0	-0.258	inf	0.082	0.0	0.178	0.0	6.262	0.0	0.196	0.0	0.104	0.0	2.991	0.0	5.988	0.001
4946	5627	0.00054	0.75013	0.75	65	6750	0.4457	-0.351	0.26	0.0	0.257	0.0	0.158	0.0	0.107	0.0	0.152	0.0	3.37	0.002	1.05	0.001	-0.321	inf	-0.148	0.0	0.153	0.0	0.001	0.0	0.084	0.0	0.159	0.0	4.08	0.002	1.564	0.001
4947	5628	0.00054	0.75013	0.75	65	6800	0.43412	-0.362	0.257	0.0	0.272	0.0	0.173	0.0	0.123	0.0	0.14	0.0	3.058	0.001	0.928	0.001	-0.311	inf	-0.137	0.0	0.158	0.0	0.015	0.0	0.088	0.0	0.15	0.0	3.699	0.001	1.464	0.001
4948	5629	0.00054	0.75013	0.75	65	6850	0.42331	-0.373	0.253	0.0	0.283	0.0	0.172	0.0	0.138	0.0	0.126	0.0	2.865	0.0	0.758	0.001	-0.312	inf	-0.126	0.0	0.161	0.0	0.015	0.0	0.096	0.0	0.135	0.0	3.441	0.001	1.32	0.001
4949	5630	0.00054	0.75013	0.75	65	6900	0.41288	-0.384	0.249	0.0	0.29	0.0	0.168	0.0	0.148	0.0	0.115	0.0	2.75	0.0	0.558	0.0	-0.301	inf	-0.116	0.0	0.164	0.0	0.02	0.0	0.11	0.0	0.116	0.0	3.238	0.001	1.099	0.001
4950	5631	0.00054	0.75013	0.75	65	6950	0.40287	-0.395	0.245	0.0	0.296	0.0	0.161	0.0	0.153	0.0	0.106	0.0	2.687	0.0	0.369	0.0	-0.298	inf	-0.107	0.0	0.167	0.0	0.026	0.0	0.125	0.0	0.097	0.0	3.074	0.0	0.82	0.001
4961	5643	0.00054	0.75013	0.75	75	6650	0.52733	-0.278	0.111	0.0	0.234	0.0	0.231	0.0	0.074	0.0	0.134	0.0	5.07	0.003	1.261	0.002	-0.348	inf	-0.325	0.0	0.142	0.0	0.079	0.0	0.101	0.0	0.137	0.0	5.645	0.002	1.683	0.002
4962	5644	0.00054	0.75013	0.75	75	6700	0.51344	-0.29	0.107	0.0	0.249	0.0	0.184	0.0	0.048	0.0	0.132	0.0	4.406	0.002	1.272	0.001	-0.335	inf	-0.313	0.0	0.148	0.0	0.031	0.0	0.074	0.0	0.137	0.0	5.34	0.002	1.726	0.001
4963	5645	0.00054	0.75013	0.75	75	6750	0.50027	-0.301	0.103	0.0	0.263	0.0	0.191	0.0	0.048	0.0	0.121	0.0	3.527	0.002	1.259	0.001	-0.329	inf	-0.302	0.0	0.153	0.0	0.038	0.0	0.051	0.0	0.128	0.0	4.923	0.002	1.733	0.001
4964	5646	0.00054	0.75013	0.75	75	6800	0.48765	-0.312	0.099	0.0	0.275	0.0	0.201	0.0	0.069	0.0	0.112	0.0	3.03	0.001	1.198	0.001	-0.324	inf	-0.291	0.0	0.157	0.0	0.047	0.0	0.043	0.0	0.12	0.0	4.273	0.002	1.702	0.001
4965	5647	0.00054	0.75013	0.75	75	6850	0.47548	-0.323	0.094	0.0	0.283	0.0	0.205	0.0	0.092	0.0	0.102	0.0	2.805	0.0	1.109	0.0	-0.321	inf	-0.281	0.0	0.159	0.0	0.05	0.0	0.051	0.0	0.111	0.0	3.714	0.001	1.652	0.001
4966	5648	0.00054	0.75013	0.75	75	6900	0.46372	-0.334	0.089	0.0	0.285	0.0	0.198	0.0	0.107	0.0	0.094	0.0	2.692	0.0	0.985	0.0	-0.311	inf	-0.271	0.0	0.158	0.0	0.047	0.0	0.062	0.0	0.096	0.0	3.299	0.001	1.63	0.0
4973	5656	0.00054	0.75013	0.75	85	6600	0.59943	-0.222	-0.022	0.0	0.228	0.0	0.272	0.0	0.108	0.0	0.16	0.0	6.275	0.001	1.489	0.001	-0.357	inf	-0.47	0.0	0.138	0.0	0.129	0.0	0.134	0.0	0.164	0.0	0.201	0.001	1.836	0.001
4974	5657	0.00054	0.75013	0.75	85	6650	0.58378	-0.234	-0.026	0.0	0.244	0.0	0.26	0.0	0.076	0.0	0.137	0.0	0.033	0.001	1.421	0.001	-0.352	inf	-0.459	0.0	0.144	0.0	0.115	0.0	0.113	0.0	0.143	0.0	0.124	0.001	1.783	0.001
4975	5658	0.00054	0.75013	0.75	85	6700	0.56861	-0.245	-0.03	0.0	0.257	0.0	0.251	0.0	0.044	0.0	0.117	0.0	0.194	0.002	1.392	0.001	-0.338	inf	-0.448	0.0	0.149	0.0	0.105	0.0	0.087	0.0	0.123	0.0	0.043	0.001	1.779	0.001
4976	5659	0.00054	0.75013	0.75	85	6750	0.55403	-0.256	-0.035	0.0	0.267	0.0	0.246	0.0	0.022	0.0	0.101	0.0	0.982	0.005	1.382	0.001	-0.334	inf	-0.437	0.0	0.153	0.0	0.098	0.0	0.059	0.0	0.108	0.0	6.232	0.002	1.801	0.001
4977	5660	0.00054	0.75013	0.75	85	6800	0.53997	-0.268	-0.04	0.0	0.274	0.0	0.241	0.0	0.033	0.0	0.088	0.0	2.095	0.002	1.38	0.001	-0.327	inf	-0.427	0.0	0.154	0.0	0.091	0.0	0.031	0.0	0.096	0.0	6.044	0.003	1.846	0.001
4978	5661	0.00054	0.75013	0.75	85	6850	0.52644	-0.279	-0.046	0.0	0.275	0.0	0.224	0.0	0.055	0.0	0.076	0.0	2.331	0.001	1.385	0.001	-0.328	inf	-0.417	0.0	0.151	0.0	0.075	0.0	0.011	0.0	0.084	0.0	5.473	0.006	1.923	0.001
4982	5665	0.00054	0.75013	0.75	95	6550	0.67426	-0.171	-0.138	0.0	0.224	0.0	0.424	0.0	0.164	0.0	0.167	0.0	0.871	0.001	2.138	0.001	-0.354	inf	-0.598	0.0	0.134	0.0	0.269	0.0	0.181	0.0	0.168	0.0	1.055	0.001	2.527	0.001
4983	5666	0.00054	0.75013	0.75	95	6600	0.65654	-0.183	-0.143	0.0	0.239	0.0	0.336	0.0	0.149	0.0	0.146	0.0	0.816	0.001	1.922	0.001	-0.359	inf	-0.589	0.0	0.14	0.0	0.192	0.0	0.158	0.0	0.149	0.0	0.899	0.001	2.206	0.001
4984	5667	0.00054	0.75013	0.75	95	6650	0.63921	-0.194	-0.148	0.0	0.251	0.0	0.329	0.0	0.128	0.0	0.125	0.0	0.806	0.001	1.763	0.001	-0.34	inf	-0.578	0.0	0.145	0.0	0.187	0.0	0.141	0.0	0.132	0.0	0.768	0.001	2.039	0.001
4985	5668	0.00054	0.75013	0.75	95	6700	0.62258	-0.206	-0.153	0.0	0.26	0.0	0.316	0.0	0.102	0.0	0.103	0.0	0.844	0.001	1.674	0.001	-0.341	inf	-0.568	0.0	0.148	0.0	0.173	0.0	0.119	0.0	0.111	0.0	0.651	0.001	1.986	0.001
4986	5669	0.00054	0.75013	0.75	95	6750	0.60658	-0.217	-0.158	0.0	0.266	0.0	0.299	0.0	0.079	0.0	0.085	0.0	0.995	0.001	1.642	0.001	-0.343	inf	-0.558	0.0	0.148	0.0	0.153	0.0	0.094	0.0	0.092	0.0	0.555	0.001	1.999	0.001
4987	5670	0.00054	0.75013	0.75	95	6800	0.59118	-0.228	-0.165	0.0	0.263	0.0	0.271	0.0	0.064	0.0	0.068	0.0	1.284	0.001	1.693	0.001	-0.337	inf	-0.548	0.0	0.145	0.0	0.125	0.0	0.068	0.0	0.075	0.0	0.461	0.001	2.118	0.001
4988	5671	0.00054	0.75013	0.75	105	6550	0.73191	-0.136	-0.247	0.0	0.234	0.0	0.546	0.0	0.208	0.0	0.141	0.0	1.407	0.001	2.759	0.001	-0.329	inf	-0.705	0.0	0.136	0.0	0.38	0.0	0.21	0.0	0.135	0.0	1.58	0.001	3.141	0.001
4989	5672	0.00054	0.75013	0.75	105	6600	0.71227	-0.147	-0.252	0.0	0.244	0.0	0.477	0.0	0.202	0.0	0.127	0.0	1.308	0.0	2.474	0.001	-0.339	inf	-0.696	0.0	0.14	0.0	0.323	0.0	0.196	0.0	0.12	0.0	1.424	0.001	2.729	0.001
4990	5673	0.00054	0.75013	0.75	105	6650	0.6935	-0.159	-0.258	0.0	0.252	0.0	0.379	0.0	0.18	0.0	0.109	0.0	1.214	0.0	2.249	0.001	-0.343	inf	-0.686	0.0	0.142	0.0	0.234	0.0	0.172	0.0	0.11	0.0	1.23	0.001	2.434	0.001
4991	5674	0.00054	0.75013	0.75	105	6700	0.67541	-0.17	-0.264	0.0	0.256	0.0	0.353	0.0	0.149	0.0	0.087	0.0	1.139	0.001	2.111	0.001	-0.343	inf	-0.676	0.0	0.142	0.0	0.209	0.0	0.146	0.0	0.091	0.0	1.014	0.001	2.326	0.001
4992	5675	0.00054	0.75013	0.75	105	6750	0.65807	-0.182	-0.271	0.0	0.252	0.0	0.324	0.0	0.119	0.0	0.068	0.0	1.148	0.001	2.09	0.001	-0.354	inf	-0.667	0.0	0.138	0.0	0.18	0.0	0.118	0.0	0.073	0.0	0.831	0.001	2.364	0.001
