	Model_ID	Z	X	M	L	Teff	Period	logP	V_M0	V_err_M0	V_A1	V_A1_err	V_phi1	V_phi1_err	V_R21	V_R21_err	V_R31	V_R31_err	V_P21	V_P21_err	V_P31	V_P31_err	I_Skewness	I_acuteness	I_M0	I_err_M0	I_A1	I_A1_err	I_phi1	I_phi1_err	I_R21	I_R21_err	I_R31	I_R31_err	I_P21	I_P21_err	I_P31	I_P31_err
1476	1663	0.00043	0.75041	0.57	45	6350	0.66049	-0.18	0.726	0.0	0.26	0.0	6.108	0.001	0.348	0.001	0.258	0.001	3.281	0.004	0.653	0.005	-0.089	0.678	0.195	0.0	0.177	0.0	5.85	0.001	0.307	0.001	0.237	0.001	3.649	0.004	1.374	0.006
1477	1664	0.00043	0.75041	0.57	45	6400	0.64127	-0.193	0.724	0.0	0.292	0.0	6.138	0.001	0.381	0.001	0.209	0.001	3.084	0.003	0.468	0.006	-0.233	0.675	0.205	0.0	0.198	0.0	5.893	0.001	0.348	0.001	0.188	0.001	3.429	0.003	1.132	0.006
1478	1665	0.00043	0.75041	0.57	45	6450	0.62271	-0.206	0.724	0.0	0.321	0.0	6.173	0.001	0.424	0.001	0.177	0.001	2.908	0.003	0.205	0.007	-0.233	0.681	0.218	0.0	0.214	0.0	5.927	0.001	0.39	0.001	0.157	0.001	3.265	0.003	0.903	0.006
1479	1666	0.00043	0.75041	0.57	45	6500	0.60559	-0.218	0.724	0.0	0.349	0.0	6.204	0.001	0.467	0.001	0.168	0.001	2.761	0.003	6.152	0.006	-0.227	0.689	0.232	0.0	0.228	0.0	5.957	0.001	0.431	0.001	0.149	0.001	3.132	0.002	0.616	0.005
1480	1667	0.00043	0.75041	0.57	45	6550	0.58922	-0.23	0.724	0.0	0.376	0.0	6.231	0.001	0.501	0.001	0.18	0.001	2.646	0.002	5.848	0.006	-0.199	0.727	0.245	0.0	0.241	0.0	5.985	0.001	0.465	0.001	0.157	0.001	3.023	0.002	0.343	0.005
1481	1668	0.00043	0.75041	0.57	45	6600	0.57303	-0.242	0.725	0.0	0.399	0.0	6.256	0.001	0.525	0.001	0.202	0.001	2.561	0.002	5.64	0.003	-0.16	1.024	0.258	0.0	0.253	0.0	6.017	0.001	0.493	0.001	0.179	0.001	2.93	0.001	0.094	0.003
1482	1669	0.00043	0.75041	0.57	45	6650	0.55772	-0.254	0.727	0.0	0.418	0.0	6.283	0.0	0.536	0.0	0.224	0.0	2.501	0.001	5.516	0.002	-0.156	inf	0.271	0.0	0.264	0.0	6.054	0.0	0.512	0.0	0.205	0.0	2.856	0.001	6.204	0.002
1489	1678	0.00043	0.75041	0.57	55	6000	0.98958	-0.005	0.545	0.0	0.075	0.0	0.223	0.0	0.734	0.0	0.447	0.0	3.974	0.0	1.27	0.0	-0.356	0.276	-0.088	0.0	0.049	0.0	5.884	0.0	0.643	0.0	0.43	0.0	5.161	0.0	3.081	0.001
1490	1679	0.00043	0.75041	0.57	55	6050	0.95199	-0.021	0.538	0.0	0.096	0.0	0.166	0.0	0.66	0.0	0.469	0.0	4.08	0.001	1.362	0.001	-0.097	0.332	-0.078	0.0	0.065	0.0	5.92	0.0	0.56	0.0	0.436	0.0	5.084	0.001	2.912	0.001
1491	1680	0.00043	0.75041	0.57	55	6100	0.91869	-0.037	0.532	0.0	0.122	0.0	6.209	0.0	0.541	0.0	0.451	0.0	4.16	0.001	1.462	0.001	-0.094	0.362	-0.07	0.0	0.084	0.0	5.768	0.0	0.442	0.0	0.413	0.0	4.982	0.001	2.754	0.002
1492	1681	0.00043	0.75041	0.57	55	6150	0.88687	-0.052	0.525	0.0	0.153	0.0	6.135	0.0	0.435	0.0	0.418	0.0	4.101	0.001	1.46	0.002	-0.091	0.389	-0.061	0.0	0.105	0.0	5.761	0.0	0.347	0.0	0.383	0.0	4.761	0.001	2.557	0.002
1493	1682	0.00043	0.75041	0.57	55	6200	0.85797	-0.067	0.519	0.0	0.186	0.0	6.042	0.001	0.348	0.001	0.38	0.001	4.002	0.002	1.435	0.002	-0.087	0.418	-0.052	0.0	0.128	0.0	5.72	0.001	0.274	0.001	0.35	0.001	4.535	0.002	2.384	0.002
1494	1683	0.00043	0.75041	0.57	55	6250	0.83098	-0.08	0.514	0.0	0.22	0.0	6.012	0.001	0.297	0.001	0.343	0.001	3.82	0.003	1.365	0.003	-0.086	0.462	-0.042	0.0	0.15	0.0	5.727	0.001	0.237	0.001	0.315	0.001	4.252	0.004	2.204	0.003
1495	1684	0.00043	0.75041	0.57	55	6300	0.80556	-0.094	0.51	0.0	0.253	0.0	6.012	0.001	0.28	0.001	0.301	0.001	3.588	0.004	1.252	0.004	-0.088	0.488	-0.032	0.0	0.172	0.0	5.754	0.001	0.232	0.001	0.276	0.001	3.932	0.004	2.009	0.004
1496	1685	0.00043	0.75041	0.57	55	6350	0.78151	-0.107	0.507	0.0	0.286	0.0	6.025	0.001	0.291	0.001	0.259	0.001	3.358	0.003	1.069	0.004	-0.255	0.577	-0.023	0.0	0.194	0.0	5.787	0.001	0.255	0.001	0.234	0.001	3.654	0.004	1.758	0.004
1497	1686	0.00043	0.75041	0.57	55	6400	0.75871	-0.12	0.505	0.0	0.317	0.0	6.051	0.001	0.32	0.001	0.227	0.001	3.189	0.004	0.8	0.005	-0.234	0.689	-0.012	0.0	0.214	0.0	5.821	0.001	0.288	0.001	0.204	0.001	3.473	0.004	1.46	0.005
1498	1687	0.00043	0.75041	0.57	55	6450	0.73703	-0.133	0.505	0.0	0.345	0.0	6.093	0.001	0.357	0.001	0.205	0.001	3.077	0.004	0.45	0.006	-0.228	0.767	0.001	0.0	0.229	0.0	5.858	0.001	0.317	0.001	0.186	0.001	3.388	0.004	1.157	0.007
1499	1688	0.00043	0.75041	0.57	55	6500	0.71628	-0.145	0.505	0.0	0.37	0.0	6.147	0.001	0.404	0.001	0.199	0.001	2.989	0.003	0.031	0.006	-0.249	0.786	0.015	0.0	0.242	0.0	5.905	0.001	0.355	0.001	0.18	0.001	3.335	0.003	0.786	0.006
1500	1689	0.00043	0.75041	0.57	55	6550	0.69636	-0.157	0.505	0.0	0.394	0.0	6.197	0.001	0.452	0.001	0.206	0.001	2.902	0.002	5.929	0.005	-0.206	0.776	0.028	0.0	0.253	0.0	5.953	0.001	0.4	0.001	0.184	0.001	3.273	0.002	0.411	0.004
1501	1690	0.00043	0.75041	0.57	55	6600	0.67742	-0.169	0.507	0.0	0.415	0.0	6.234	0.001	0.493	0.001	0.221	0.001	2.821	0.002	5.652	0.004	-0.169	0.812	0.041	0.0	0.263	0.0	5.997	0.001	0.447	0.001	0.201	0.001	3.195	0.002	0.082	0.004
1508	1698	0.00043	0.75041	0.57	65	6200	0.98831	-0.005	0.336	0.0	0.202	0.0	6.015	0.001	0.286	0.001	0.297	0.001	4.35	0.003	1.929	0.003	-0.092	0.464	-0.233	0.0	0.139	0.0	5.711	0.001	0.209	0.001	0.264	0.001	4.89	0.004	2.832	0.004
1509	1699	0.00043	0.75041	0.57	65	6250	0.95723	-0.019	0.331	0.0	0.238	0.0	6.004	0.001	0.243	0.001	0.27	0.001	4.031	0.004	1.862	0.004	-0.284	0.495	-0.224	0.0	0.162	0.0	5.734	0.001	0.183	0.001	0.242	0.001	4.43	0.005	2.676	0.004
1510	1700	0.00043	0.75041	0.57	65	6300	0.92791	-0.032	0.327	0.0	0.273	0.0	6.005	0.001	0.235	0.001	0.244	0.001	3.669	0.004	1.755	0.004	-0.278	0.515	-0.214	0.0	0.184	0.0	5.76	0.001	0.191	0.001	0.219	0.001	3.958	0.005	2.507	0.004
1511	1701	0.00043	0.75041	0.57	65	6350	0.90011	-0.046	0.324	0.0	0.306	0.0	6.007	0.001	0.253	0.001	0.216	0.001	3.371	0.003	1.586	0.004	-0.273	0.548	-0.204	0.0	0.206	0.0	5.78	0.001	0.222	0.001	0.192	0.001	3.616	0.004	2.285	0.005
1512	1702	0.00043	0.75041	0.57	65	6400	0.8735	-0.059	0.323	0.0	0.335	0.0	6.07	0.001	0.278	0.001	0.206	0.001	3.221	0.005	1.373	0.007	-0.257	0.572	-0.195	0.0	0.224	0.0	5.848	0.001	0.254	0.001	0.183	0.001	3.468	0.005	2.049	0.008
1513	1703	0.00043	0.75041	0.57	65	6450	0.84847	-0.071	0.321	0.0	0.364	0.0	6.044	0.001	0.316	0.001	0.175	0.001	3.058	0.003	1.0	0.005	-0.253	0.686	-0.18	0.0	0.24	0.0	5.822	0.001	0.283	0.001	0.161	0.001	3.328	0.003	1.727	0.005
1514	1704	0.00043	0.75041	0.57	65	6500	0.8242	-0.084	0.32	0.0	0.388	0.0	6.084	0.001	0.349	0.001	0.172	0.001	2.985	0.003	0.577	0.006	-0.229	0.805	-0.167	0.0	0.252	0.0	5.854	0.001	0.306	0.001	0.159	0.001	3.281	0.003	1.37	0.005
1515	1705	0.00043	0.75041	0.57	65	6550	0.80101	-0.096	0.32	0.0	0.41	0.0	6.129	0.001	0.383	0.001	0.19	0.001	2.932	0.003	0.141	0.006	-0.231	0.869	-0.154	0.0	0.262	0.0	5.895	0.001	0.333	0.001	0.172	0.001	3.252	0.003	0.952	0.005
1516	1706	0.00043	0.75041	0.57	65	6600	0.77908	-0.108	0.32	0.0	0.428	0.0	6.169	0.001	0.415	0.001	0.219	0.001	2.895	0.002	6.095	0.004	-0.197	0.905	-0.142	0.0	0.271	0.0	5.938	0.001	0.363	0.001	0.198	0.001	3.228	0.002	0.569	0.004
1522	1713	0.00043	0.75041	0.57	75	6400	0.98666	-0.006	0.166	0.0	0.351	0.0	6.036	0.001	0.251	0.001	0.128	0.001	3.204	0.004	1.814	0.007	-0.26	0.623	-0.348	0.0	0.232	0.0	5.818	0.001	0.228	0.001	0.112	0.001	3.446	0.004	2.499	0.008
1523	1714	0.00043	0.75041	0.57	75	6450	0.95756	-0.019	0.165	0.0	0.377	0.0	6.066	0.001	0.289	0.001	0.113	0.001	3.071	0.004	1.51	0.008	-0.255	0.631	-0.335	0.0	0.246	0.0	5.845	0.001	0.259	0.001	0.107	0.001	3.351	0.004	2.222	0.009
1524	1715	0.00043	0.75041	0.57	75	6500	0.93024	-0.031	0.164	0.0	0.401	0.0	6.086	0.001	0.327	0.001	0.103	0.001	2.976	0.003	1.074	0.009	-0.255	0.647	-0.322	0.0	0.257	0.0	5.859	0.001	0.289	0.001	0.101	0.001	3.28	0.003	1.896	0.009
1525	1716	0.00043	0.75041	0.57	75	6550	0.9041	-0.044	0.162	0.0	0.422	0.001	6.101	0.001	0.36	0.001	0.111	0.001	2.906	0.004	0.577	0.011	-0.228	0.748	-0.309	0.0	0.267	0.0	5.871	0.001	0.314	0.001	0.105	0.001	3.224	0.004	1.479	0.011
1526	1717	0.00043	0.75041	0.57	75	6600	0.8788	-0.056	0.161	0.0	0.44	0.0	6.121	0.001	0.384	0.001	0.138	0.001	2.857	0.003	0.189	0.006	-0.201	0.912	-0.297	0.0	0.276	0.0	5.896	0.001	0.339	0.001	0.125	0.001	3.178	0.002	1.02	0.006
1527	1718	0.00043	0.75041	0.57	75	6650	0.85416	-0.068	0.162	0.0	0.454	0.0	6.141	0.001	0.401	0.001	0.171	0.001	2.824	0.003	6.217	0.006	-0.202	1.012	-0.286	0.0	0.284	0.0	5.924	0.001	0.359	0.001	0.156	0.001	3.143	0.003	0.669	0.006
1531	1723	0.00043	0.75041	0.57	85	6600	0.97702	-0.01	0.023	0.0	0.448	0.0	6.126	0.001	0.364	0.001	0.065	0.001	2.863	0.002	0.108	0.008	-0.256	0.805	-0.433	0.0	0.278	0.0	5.9	0.001	0.317	0.001	0.054	0.001	3.198	0.002	1.092	0.01
1532	1724	0.00043	0.75041	0.57	85	6650	0.94985	-0.022	0.022	0.0	0.461	0.0	6.127	0.001	0.386	0.001	0.09	0.001	2.817	0.002	6.213	0.006	-0.231	0.953	-0.422	0.0	0.284	0.0	5.911	0.0	0.344	0.0	0.077	0.0	3.148	0.002	0.736	0.006
1533	1725	0.00043	0.75041	0.57	85	6700	0.92435	-0.034	0.02	0.0	0.467	0.0	6.111	0.0	0.398	0.0	0.113	0.0	2.77	0.001	6.069	0.004	-0.225	1.083	-0.411	0.0	0.287	0.0	5.907	0.0	0.363	0.0	0.103	0.0	3.091	0.001	0.46	0.004
1534	1726	0.00043	0.75041	0.57	85	6750	0.89884	-0.046	0.016	0.0	0.466	0.0	6.054	0.0	0.4	0.0	0.127	0.0	2.715	0.001	5.905	0.002	-0.213	1.183	-0.402	0.0	0.286	0.0	5.868	0.0	0.372	0.0	0.125	0.0	3.023	0.001	0.201	0.002
1535	1728	0.00043	0.75041	0.57	95	6750	0.9865	-0.006	-0.114	0.0	0.455	0.0	6.013	0.0	0.381	0.0	0.074	0.0	2.732	0.001	5.527	0.003	-0.244	1.212	-0.526	0.0	0.276	0.0	5.826	0.0	0.349	0.0	0.066	0.0	3.045	0.001	6.054	0.003
1536	1729	0.00043	0.75041	0.59	35	6100	0.62149	-0.207	1.028	0.0	0.08	0.0	0.649	0.0	0.449	0.0	0.203	0.0	2.779	0.0	5.421	0.0	-0.176	0.715	0.422	0.0	0.043	0.0	0.215	0.0	0.523	0.0	0.248	0.0	3.591	0.0	0.408	0.0
1537	1730	0.00043	0.75041	0.59	35	6150	0.59798	-0.223	1.021	0.0	0.108	0.0	0.486	0.0	0.521	0.0	0.309	0.0	2.95	0.0	5.731	0.0	-0.14	0.667	0.43	0.0	0.062	0.0	0.051	0.0	0.554	0.0	0.347	0.0	3.761	0.0	0.73	0.0
1538	1731	0.00043	0.75041	0.59	35	6200	0.57702	-0.239	1.014	0.0	0.133	0.0	0.33	0.0	0.504	0.0	0.357	0.0	3.093	0.0	6.038	0.0	-0.117	0.692	0.439	0.0	0.081	0.0	6.206	0.0	0.494	0.0	0.377	0.0	3.847	0.0	0.952	0.0
1539	1732	0.00043	0.75041	0.59	35	6250	0.55798	-0.253	1.009	0.0	0.159	0.0	0.219	0.0	0.449	0.0	0.368	0.0	3.152	0.001	6.26	0.001	-0.098	0.73	0.448	0.0	0.102	0.0	6.137	0.0	0.419	0.0	0.373	0.0	3.813	0.001	1.047	0.001
1540	1733	0.00043	0.75041	0.59	35	6300	0.54065	-0.267	1.004	0.0	0.187	0.0	0.122	0.0	0.384	0.0	0.359	0.0	3.089	0.001	0.124	0.002	-0.124	0.779	0.456	0.0	0.123	0.0	6.078	0.0	0.351	0.0	0.352	0.0	3.655	0.002	1.081	0.002
1541	1734	0.00043	0.75041	0.59	35	6350	0.52409	-0.281	0.999	0.0	0.219	0.0	0.051	0.0	0.344	0.0	0.33	0.0	2.865	0.002	0.057	0.002	-0.118	0.795	0.466	0.0	0.145	0.0	6.04	0.0	0.319	0.0	0.318	0.0	3.316	0.002	0.903	0.002
1542	1735	0.00043	0.75041	0.59	35	6400	0.50877	-0.293	0.996	0.0	0.251	0.0	0.028	0.0	0.335	0.0	0.296	0.0	2.647	0.002	6.196	0.002	-0.11	0.792	0.475	0.0	0.166	0.0	6.04	0.0	0.322	0.0	0.278	0.0	3.027	0.001	0.675	0.002
1543	1736	0.00043	0.75041	0.59	35	6450	0.4943	-0.306	0.994	0.0	0.282	0.0	0.031	0.0	0.346	0.0	0.266	0.0	2.457	0.001	5.959	0.002	-0.231	0.862	0.486	0.0	0.186	0.0	6.055	0.0	0.338	0.0	0.246	0.0	2.803	0.001	0.41	0.002
1544	1737	0.00043	0.75041	0.59	35	6500	0.48056	-0.318	0.994	0.0	0.314	0.0	0.044	0.0	0.363	0.0	0.253	0.0	2.321	0.001	5.64	0.002	-0.208	0.916	0.499	0.0	0.204	0.0	6.077	0.0	0.354	0.0	0.234	0.0	2.648	0.001	0.081	0.002
1545	1738	0.00043	0.75041	0.59	35	6550	0.46744	-0.33	0.994	0.0	0.345	0.0	0.063	0.0	0.381	0.0	0.262	0.0	2.238	0.001	5.295	0.002	-0.197	0.961	0.512	0.0	0.219	0.0	6.1	0.0	0.366	0.0	0.241	0.0	2.552	0.002	6.025	0.002
1546	1739	0.00043	0.75041	0.59	35	6600	0.45489	-0.342	0.994	0.0	0.375	0.0	0.081	0.001	0.394	0.001	0.28	0.001	2.195	0.002	5.025	0.002	-0.15	1.041	0.525	0.0	0.235	0.0	6.127	0.001	0.377	0.001	0.263	0.001	2.498	0.002	5.716	0.003
1547	1740	0.00043	0.75041	0.59	35	6650	0.44288	-0.354	0.997	0.0	0.4	0.0	0.092	0.001	0.401	0.001	0.296	0.001	2.172	0.002	4.835	0.003	-0.139	inf	0.538	0.0	0.25	0.0	6.152	0.001	0.386	0.001	0.286	0.001	2.464	0.003	5.473	0.004
1548	1741	0.00043	0.75041	0.59	35	6700	0.43137	-0.365	1.001	0.0	0.422	0.0	0.1	0.001	0.407	0.001	0.304	0.001	2.166	0.003	4.715	0.004	-0.136	inf	0.552	0.0	0.264	0.0	6.173	0.001	0.393	0.001	0.301	0.001	2.449	0.004	5.311	0.005
1555	1751	0.00043	0.75041	0.59	45	6000	0.82285	-0.085	0.767	0.0	0.059	0.0	0.563	0.0	0.499	0.0	0.241	0.0	3.124	0.0	6.117	0.0	-0.165	0.406	0.13	0.0	0.032	0.0	6.276	0.0	0.551	0.0	0.288	0.0	4.206	0.0	1.495	0.0
1556	1752	0.00043	0.75041	0.59	45	6050	0.78946	-0.103	0.759	0.0	0.083	0.0	0.422	0.0	0.617	0.0	0.38	0.0	3.282	0.0	0.003	0.0	-0.131	0.404	0.139	0.0	0.048	0.0	6.163	0.0	0.638	0.0	0.419	0.0	4.311	0.0	1.588	0.0
1557	1753	0.00043	0.75041	0.59	45	6100	0.75986	-0.119	0.752	0.0	0.105	0.0	0.278	0.0	0.6	0.0	0.424	0.0	3.446	0.0	0.267	0.001	-0.106	0.42	0.149	0.0	0.065	0.0	6.072	0.0	0.574	0.0	0.433	0.0	4.359	0.0	1.702	0.001
1558	1754	0.00043	0.75041	0.59	45	6150	0.73311	-0.135	0.745	0.0	0.13	0.0	0.124	0.0	0.526	0.0	0.419	0.0	3.56	0.001	0.483	0.001	-0.09	0.468	0.158	0.0	0.085	0.0	5.984	0.0	0.473	0.0	0.41	0.0	4.331	0.001	1.728	0.001
1559	1755	0.00043	0.75041	0.59	45	6200	0.70873	-0.15	0.739	0.0	0.16	0.0	6.276	0.0	0.445	0.0	0.388	0.0	3.597	0.001	0.609	0.002	-0.092	0.546	0.167	0.0	0.107	0.0	5.913	0.0	0.385	0.0	0.373	0.0	4.237	0.001	1.677	0.002
1560	1756	0.00043	0.75041	0.59	45	6250	0.68618	-0.164	0.734	0.0	0.193	0.0	6.192	0.001	0.384	0.001	0.345	0.001	3.532	0.002	0.652	0.003	-0.09	0.613	0.176	0.0	0.13	0.0	5.877	0.001	0.329	0.001	0.33	0.001	4.061	0.003	1.574	0.003
1561	1757	0.00043	0.75041	0.59	45	6300	0.66512	-0.177	0.731	0.0	0.227	0.0	6.159	0.001	0.361	0.001	0.295	0.001	3.38	0.004	0.629	0.005	-0.088	0.664	0.185	0.0	0.153	0.0	5.875	0.001	0.313	0.001	0.278	0.001	3.821	0.005	1.439	0.006
1562	1758	0.00043	0.75041	0.59	45	6350	0.64533	-0.19	0.728	0.0	0.259	0.0	6.161	0.001	0.371	0.001	0.247	0.001	3.182	0.004	0.557	0.007	-0.089	0.675	0.195	0.0	0.175	0.0	5.897	0.001	0.332	0.001	0.226	0.001	3.565	0.005	1.283	0.007
1563	1759	0.00043	0.75041	0.59	45	6400	0.62669	-0.203	0.725	0.0	0.29	0.0	6.176	0.001	0.4	0.001	0.205	0.001	2.97	0.004	0.407	0.007	-0.231	0.653	0.206	0.0	0.196	0.0	5.929	0.001	0.371	0.001	0.182	0.001	3.325	0.004	1.079	0.007
1564	1760	0.00043	0.75041	0.59	45	6450	0.60887	-0.215	0.724	0.0	0.32	0.0	6.198	0.001	0.436	0.001	0.18	0.001	2.793	0.003	0.171	0.007	-0.231	0.669	0.219	0.0	0.212	0.0	5.952	0.001	0.407	0.001	0.159	0.001	3.152	0.003	0.88	0.006
1565	1761	0.00043	0.75041	0.59	45	6500	0.59189	-0.228	0.724	0.0	0.348	0.0	6.217	0.001	0.472	0.001	0.177	0.001	2.654	0.003	6.125	0.007	-0.225	0.724	0.232	0.0	0.227	0.0	5.972	0.001	0.441	0.001	0.156	0.001	3.021	0.003	0.602	0.006
1566	1762	0.00043	0.75041	0.59	45	6550	0.57568	-0.24	0.724	0.0	0.375	0.0	6.241	0.001	0.499	0.001	0.197	0.001	2.546	0.003	5.806	0.006	-0.197	0.916	0.246	0.0	0.24	0.0	5.997	0.001	0.468	0.001	0.173	0.001	2.913	0.002	0.303	0.005
1567	1763	0.00043	0.75041	0.59	45	6600	0.56013	-0.252	0.725	0.0	0.399	0.0	6.262	0.001	0.516	0.001	0.225	0.001	2.468	0.002	5.575	0.003	-0.158	1.101	0.258	0.0	0.252	0.0	6.027	0.0	0.49	0.001	0.202	0.0	2.823	0.001	0.022	0.003
1568	1764	0.00043	0.75041	0.59	45	6650	0.5452	-0.263	0.728	0.0	0.419	0.0	6.279	0.0	0.524	0.0	0.25	0.0	2.415	0.001	5.424	0.002	-0.145	inf	0.271	0.0	0.264	0.0	6.056	0.0	0.504	0.0	0.234	0.0	2.755	0.001	6.098	0.002
1569	1765	0.00043	0.75041	0.59	45	6700	0.53087	-0.275	0.733	0.0	0.435	0.0	0.012	0.0	0.526	0.0	0.271	0.0	2.378	0.001	5.321	0.002	-0.158	inf	0.286	0.0	0.273	0.0	6.079	0.001	0.508	0.001	0.258	0.001	2.707	0.002	5.972	0.003
1575	1773	0.00043	0.75041	0.59	55	6000	0.96634	-0.015	0.546	0.0	0.075	0.0	0.291	0.0	0.71	0.0	0.442	0.0	3.786	0.0	0.94	0.0	-0.14	0.289	-0.088	0.0	0.048	0.0	5.961	0.0	0.649	0.0	0.44	0.0	4.957	0.0	2.727	0.001
1576	1774	0.00043	0.75041	0.59	55	6050	0.92946	-0.032	0.538	0.0	0.096	0.0	0.211	0.0	0.656	0.0	0.47	0.0	3.907	0.001	1.09	0.001	-0.099	0.339	-0.078	0.0	0.064	0.0	5.965	0.0	0.575	0.0	0.447	0.0	4.906	0.001	2.639	0.001
1577	1775	0.00043	0.75041	0.59	55	6100	0.89627	-0.048	0.532	0.0	0.123	0.0	0.04	0.0	0.55	0.0	0.457	0.0	3.969	0.001	1.21	0.001	-0.096	0.37	-0.069	0.0	0.083	0.0	5.878	0.0	0.463	0.0	0.425	0.0	4.786	0.001	2.516	0.001
1578	1776	0.00043	0.75041	0.59	55	6150	0.86587	-0.063	0.525	0.0	0.153	0.0	6.173	0.0	0.443	0.0	0.424	0.0	3.962	0.001	1.257	0.002	-0.091	0.397	-0.06	0.0	0.104	0.0	5.798	0.0	0.362	0.0	0.393	0.0	4.62	0.001	2.361	0.002
1579	1777	0.00043	0.75041	0.59	55	6200	0.83767	-0.077	0.52	0.0	0.186	0.0	6.068	0.001	0.358	0.001	0.386	0.001	3.873	0.002	1.243	0.002	-0.088	0.437	-0.051	0.0	0.127	0.0	5.745	0.001	0.288	0.001	0.359	0.001	4.4	0.002	2.193	0.002
1580	1778	0.00043	0.75041	0.59	55	6250	0.81139	-0.091	0.515	0.0	0.22	0.0	6.024	0.001	0.309	0.001	0.344	0.001	3.707	0.003	1.175	0.003	-0.088	0.488	-0.042	0.0	0.149	0.0	5.739	0.001	0.251	0.001	0.319	0.001	4.135	0.004	2.014	0.004
1581	1779	0.00043	0.75041	0.59	55	6300	0.78664	-0.104	0.511	0.0	0.253	0.0	6.026	0.001	0.296	0.001	0.299	0.001	3.503	0.004	1.058	0.004	-0.089	0.59	-0.032	0.0	0.172	0.0	5.767	0.001	0.25	0.001	0.275	0.001	3.855	0.004	1.81	0.005
1582	1780	0.00043	0.75041	0.59	55	6350	0.76327	-0.117	0.508	0.0	0.286	0.0	6.046	0.001	0.312	0.001	0.254	0.001	3.3	0.003	0.863	0.004	-0.254	0.608	-0.022	0.0	0.194	0.0	5.807	0.001	0.276	0.001	0.231	0.001	3.609	0.004	1.544	0.005
1583	1781	0.00043	0.75041	0.59	55	6400	0.74108	-0.13	0.507	0.0	0.317	0.0	6.079	0.001	0.345	0.001	0.218	0.001	3.144	0.003	0.578	0.005	-0.233	0.733	-0.011	0.0	0.214	0.0	5.846	0.001	0.312	0.001	0.197	0.001	3.448	0.003	1.235	0.005
1584	1782	0.00043	0.75041	0.59	55	6450	0.72002	-0.143	0.506	0.0	0.345	0.0	6.125	0.001	0.39	0.001	0.193	0.001	3.026	0.003	0.212	0.006	-0.231	0.754	0.002	0.0	0.229	0.0	5.887	0.001	0.348	0.001	0.176	0.001	3.36	0.003	0.917	0.006
1585	1783	0.00043	0.75041	0.59	55	6500	0.69946	-0.155	0.506	0.0	0.371	0.0	6.175	0.001	0.441	0.001	0.187	0.001	2.921	0.003	6.1	0.007	-0.226	0.748	0.016	0.0	0.241	0.0	5.932	0.001	0.394	0.001	0.167	0.001	3.285	0.003	0.566	0.006
1586	1784	0.00043	0.75041	0.59	55	6550	0.67994	-0.168	0.508	0.0	0.393	0.0	6.279	0.001	0.491	0.001	0.198	0.001	2.845	0.002	5.795	0.004	-0.201	0.73	0.027	0.0	0.251	0.0	6.033	0.001	0.446	0.001	0.178	0.001	3.236	0.002	0.261	0.004
1587	1785	0.00043	0.75041	0.59	55	6600	0.66199	-0.179	0.509	0.0	0.416	0.0	6.254	0.001	0.52	0.001	0.21	0.001	2.73	0.002	5.551	0.004	-0.166	0.818	0.043	0.0	0.263	0.0	6.018	0.001	0.479	0.001	0.19	0.001	3.104	0.002	6.25	0.004
1595	1794	0.00043	0.75041	0.59	65	6150	0.99658	-0.001	0.342	0.0	0.171	0.0	6.043	0.001	0.367	0.001	0.358	0.001	4.343	0.002	1.793	0.002	-0.093	0.416	-0.242	0.0	0.118	0.0	5.698	0.001	0.278	0.001	0.321	0.001	4.964	0.002	2.807	0.002
1596	1795	0.00043	0.75041	0.59	65	6200	0.96444	-0.016	0.337	0.0	0.205	0.0	6.013	0.001	0.296	0.001	0.323	0.001	4.16	0.003	1.744	0.003	-0.09	0.449	-0.233	0.0	0.141	0.0	5.713	0.001	0.224	0.001	0.291	0.001	4.661	0.003	2.636	0.003
1597	1796	0.00043	0.75041	0.59	65	6250	0.93424	-0.03	0.332	0.0	0.24	0.0	6.012	0.001	0.259	0.001	0.292	0.001	3.875	0.004	1.661	0.004	-0.284	0.477	-0.223	0.0	0.163	0.0	5.744	0.001	0.203	0.001	0.264	0.001	4.258	0.005	2.467	0.004
1598	1797	0.00043	0.75041	0.59	65	6300	0.90575	-0.043	0.328	0.0	0.274	0.0	6.011	0.001	0.254	0.001	0.261	0.001	3.562	0.004	1.53	0.004	-0.28	0.502	-0.214	0.0	0.185	0.0	5.767	0.001	0.212	0.001	0.235	0.001	3.857	0.004	2.267	0.004
1599	1798	0.00043	0.75041	0.59	65	6350	0.87875	-0.056	0.325	0.0	0.306	0.0	6.008	0.001	0.272	0.001	0.227	0.001	3.308	0.003	1.334	0.004	-0.273	0.555	-0.203	0.0	0.206	0.0	5.782	0.001	0.242	0.001	0.203	0.001	3.563	0.003	2.011	0.004
1600	1799	0.00043	0.75041	0.59	65	6400	0.85303	-0.069	0.323	0.0	0.337	0.0	6.024	0.001	0.304	0.001	0.201	0.001	3.137	0.003	1.044	0.005	-0.251	0.629	-0.192	0.0	0.225	0.0	5.805	0.001	0.276	0.001	0.181	0.001	3.396	0.003	1.712	0.005
1601	1800	0.00043	0.75041	0.59	65	6450	0.82856	-0.082	0.323	0.0	0.363	0.0	6.064	0.001	0.335	0.001	0.191	0.001	3.049	0.004	0.697	0.006	-0.231	0.754	-0.179	0.0	0.24	0.0	5.837	0.001	0.298	0.001	0.175	0.001	3.333	0.004	1.424	0.006
